StockCode,order_frequency,total_quantity,avg_quantity_per_order,related_product_count,cluster_name,recommended_zone,distance_from_packing,picking_priority,current_distance,distance_saved,recommended_distance
23170,445,6857,15.408988764044944,2949,Active/Regular Products,Zone B,25.0,1312750,60,35.0,25.0
22694,405,1842,4.481751824817518,3234,Active/Regular Products,Zone B,25.0,1310175,60,35.0,25.0
22488,415,3195,7.661870503597123,3156,Active/Regular Products,Zone B,25.0,1310155,60,35.0,25.0
22487,429,784,1.827505827505828,3051,Active/Regular Products,Zone B,25.0,1309308,60,35.0,25.0
21558,412,2131,5.122596153846154,3172,Active/Regular Products,Zone B,25.0,1307276,60,35.0,25.0
22371,392,1086,2.749367088607595,3328,Active/Regular Products,Zone B,25.0,1304968,60,35.0,25.0
21086,428,7121,16.370114942528737,3042,Active/Regular Products,Zone B,25.0,1302404,60,35.0,25.0
22082,409,2680,6.457831325301205,3164,Active/Regular Products,Zone B,25.0,1294485,60,35.0,25.0
23263,445,3863,8.149789029535865,2905,Active/Regular Products,Zone B,25.0,1293170,60,35.0,25.0
35970,456,5050,10.86021505376344,2834,Active/Regular Products,Zone B,25.0,1292760,60,35.0,25.0
22729,445,2323,5.139380530973451,2903,Active/Regular Products,Zone B,25.0,1292280,60,35.0,25.0
84029E,429,4734,10.808219178082192,3004,Active/Regular Products,Zone B,25.0,1289145,60,35.0,25.0
23295,444,6134,13.63111111111111,2899,Active/Regular Products,Zone B,25.0,1287600,60,35.0,25.0
22996,408,4801,11.56867469879518,3154,Active/Regular Products,Zone B,25.0,1287240,60,35.0,25.0
22561,433,5883,13.309954751131222,2969,Active/Regular Products,Zone B,25.0,1286010,60,35.0,25.0
21933,410,2672,6.407673860911271,3130,Active/Regular Products,Zone B,25.0,1283710,60,35.0,25.0
22413,412,3774,9.072115384615383,3111,Active/Regular Products,Zone B,25.0,1282144,60,35.0,25.0
22661,415,5194,12.39618138424821,3082,Active/Regular Products,Zone B,25.0,1279445,60,35.0,25.0
21669,425,5252,12.101382488479263,3005,Active/Regular Products,Zone B,25.0,1277550,60,35.0,25.0
21912,396,1786,4.51010101010101,3214,Active/Regular Products,Zone B,25.0,1273140,60,35.0,25.0
82581,405,3883,9.564039408866996,3142,Active/Regular Products,Zone B,25.0,1272915,60,35.0,25.0
23356,476,2359,4.8539094650205765,2673,Active/Regular Products,Zone B,25.0,1272824,60,35.0,25.0
22750,413,2001,4.810096153846154,3055,Active/Regular Products,Zone B,25.0,1262128,60,35.0,25.0
21035,394,2599,6.546599496221663,3200,Active/Regular Products,Zone B,25.0,1261194,60,35.0,25.0
22844,416,1003,2.3995215311004783,3029,Active/Regular Products,Zone B,25.0,1260480,60,35.0,25.0
22585,395,6221,15.285012285012286,3169,Active/Regular Products,Zone B,25.0,1252150,60,35.0,25.0
21976,393,5199,13.06281407035176,3177,Active/Regular Products,Zone B,25.0,1248954,60,35.0,25.0
21484,402,1871,4.5634146341463415,3103,Active/Regular Products,Zone B,25.0,1247808,60,35.0,25.0
21672,409,4992,12.028915662650602,3001,Active/Regular Products,Zone B,25.0,1227818,60,35.0,25.0
22631,396,3677,9.14676616915423,3096,Active/Regular Products,Zone B,25.0,1226412,60,35.0,25.0
22734,422,3261,7.548611111111111,2895,Active/Regular Products,Zone B,25.0,1222112,60,35.0,25.0
22297,378,4164,10.872062663185378,3229,Active/Regular Products,Zone B,25.0,1220940,60,35.0,25.0
22195,373,1976,5.227513227513228,3264,Active/Regular Products,Zone B,25.0,1217845,60,35.0,25.0
22646,390,4160,10.5852417302799,3119,Active/Regular Products,Zone B,25.0,1216800,60,35.0,25.0
90018B,17,22,1.2941176470588236,2089,Active/Regular Products,Zone B,25.0,35530,60,35.0,25.0
22560,389,8144,20.93573264781491,3110,Active/Regular Products,Zone B,25.0,1210179,60,35.0,25.0
22752,380,1787,4.678010471204188,3179,Active/Regular Products,Zone B,25.0,1208400,60,35.0,25.0
22499,407,2091,5.1,2964,Active/Regular Products,Zone B,25.0,1206755,60,35.0,25.0
21918,369,7199,19.352150537634408,3250,Active/Regular Products,Zone B,25.0,1199619,60,35.0,25.0
48184,407,2035,5.0,2941,Active/Regular Products,Zone B,25.0,1197394,60,35.0,25.0
21990,366,1672,4.531165311653116,3267,Active/Regular Products,Zone B,25.0,1196088,60,35.0,25.0
21218,394,2433,6.113065326633166,3032,Active/Regular Products,Zone B,25.0,1195002,60,35.0,25.0
21900,372,3228,8.654155495978552,3202,Active/Regular Products,Zone B,25.0,1191516,60,35.0,25.0
21888,378,1688,4.465608465608466,3151,Active/Regular Products,Zone B,25.0,1191456,60,35.0,25.0
23173,416,2766,6.570071258907364,2863,Active/Regular Products,Zone B,25.0,1191424,60,35.0,25.0
22964,378,2624,6.8871391076115485,3133,Active/Regular Products,Zone B,25.0,1184652,60,35.0,25.0
22429,376,1262,3.3386243386243386,3125,Active/Regular Products,Zone B,25.0,1175376,60,35.0,25.0
21982,359,7173,19.598360655737704,3273,Active/Regular Products,Zone B,25.0,1175366,60,35.0,25.0
22171,382,1794,4.696335078534031,3069,Active/Regular Products,Zone B,25.0,1172740,60,35.0,25.0
22084,436,5181,11.695259593679458,2686,Active/Regular Products,Zone B,25.0,1171532,60,35.0,25.0
23328,405,2841,6.946210268948655,2881,Active/Regular Products,Zone B,25.0,1167210,60,35.0,25.0
22795,368,1211,3.2641509433962264,3162,Active/Regular Products,Zone B,25.0,1163984,60,35.0,25.0
22834,368,4941,13.246648793565685,3162,Active/Regular Products,Zone B,25.0,1163984,60,35.0,25.0
22979,381,4090,10.678851174934726,3046,Active/Regular Products,Zone B,25.0,1160907,60,35.0,25.0
21871,357,5453,15.105263157894736,3236,Active/Regular Products,Zone B,25.0,1155609,60,35.0,25.0
22169,372,1197,3.217741935483871,3100,Active/Regular Products,Zone B,25.0,1153572,60,35.0,25.0
82552,364,3012,8.184782608695652,3161,Active/Regular Products,Zone B,25.0,1150968,60,35.0,25.0
22908,375,4380,11.43603133159269,3068,Active/Regular Products,Zone B,25.0,1150875,60,35.0,25.0
22191,415,1445,3.4569377990430623,2767,Active/Regular Products,Zone B,25.0,1148720,60,35.0,25.0
23493,415,3964,9.349056603773583,2767,Active/Regular Products,Zone B,25.0,1148720,60,35.0,25.0
21916,359,4599,12.6,3193,Active/Regular Products,Zone B,25.0,1146646,60,35.0,25.0
22570,386,3086,7.933161953727506,2964,Active/Regular Products,Zone B,25.0,1144490,60,35.0,25.0
22142,377,3247,8.411917098445596,3024,Active/Regular Products,Zone B,25.0,1140425,60,35.0,25.0
22632,392,4468,11.197994987468672,2907,Active/Regular Products,Zone B,25.0,1139936,60,35.0,25.0
22348,358,4084,11.313019390581715,3183,Active/Regular Products,Zone B,25.0,1139872,60,35.0,25.0
82551,351,2918,8.266288951841359,3242,Active/Regular Products,Zone B,25.0,1138293,60,35.0,25.0
22549,356,3188,8.806629834254144,3195,Active/Regular Products,Zone B,25.0,1137776,60,35.0,25.0
21974,360,2219,6.163888888888889,3147,Active/Regular Products,Zone B,25.0,1133280,60,35.0,25.0
22989,372,2811,7.436507936507937,3031,Active/Regular Products,Zone B,25.0,1127904,60,35.0,25.0
20973,355,4497,12.32054794520548,3175,Active/Regular Products,Zone B,25.0,1127480,60,35.0,25.0
22027,362,4368,12.0,3113,Active/Regular Products,Zone B,25.0,1127268,60,35.0,25.0
21328,346,1337,3.8419540229885056,3254,Active/Regular Products,Zone B,25.0,1126230,60,35.0,25.0
23171,381,6247,16.31070496083551,2947,Active/Regular Products,Zone B,25.0,1123188,60,35.0,25.0
21238,387,3969,10.15089514066496,2895,Active/Regular Products,Zone B,25.0,1120752,60,35.0,25.0
47590A,390,1990,5.102564102564102,2865,Active/Regular Products,Zone B,25.0,1117740,60,35.0,25.0
23308,382,6139,15.781491002570696,2923,Active/Regular Products,Zone B,25.0,1116968,60,35.0,25.0
21121,379,6606,17.24804177545692,2940,Active/Regular Products,Zone B,25.0,1114639,60,35.0,25.0
47590B,393,2323,5.895939086294416,2822,Active/Regular Products,Zone B,25.0,1109439,60,35.0,25.0
22161,340,5083,14.238095238095235,3258,Active/Regular Products,Zone B,25.0,1108060,60,35.0,25.0
20975,362,6633,18.12295081967213,3055,Active/Regular Products,Zone B,25.0,1106272,60,35.0,25.0
84536A,341,3138,9.095652173913043,3241,Active/Regular Products,Zone B,25.0,1105522,60,35.0,25.0
22645,351,2354,6.630985915492958,3148,Active/Regular Products,Zone B,25.0,1105299,60,35.0,25.0
84997B,370,4214,11.267379679144383,2985,Active/Regular Products,Zone B,25.0,1104820,60,35.0,25.0
22037,354,3929,11.067605633802817,3119,Active/Regular Products,Zone B,25.0,1104480,60,35.0,25.0
22464,351,3402,9.637393767705383,3145,Active/Regular Products,Zone B,25.0,1104246,60,35.0,25.0
21671,369,4402,11.897297297297298,2987,Active/Regular Products,Zone B,25.0,1102572,60,35.0,25.0
21877,349,5411,15.46,3153,Active/Regular Products,Zone B,25.0,1100746,60,35.0,25.0
22665,356,1516,4.258426966292135,3076,Active/Regular Products,Zone B,25.0,1095412,60,35.0,25.0
85014B,350,1910,5.457142857142857,3123,Active/Regular Products,Zone B,25.0,1093400,60,35.0,25.0
21907,367,2371,6.442934782608695,2978,Active/Regular Products,Zone B,25.0,1093293,60,35.0,25.0
21673,365,4372,11.848238482384824,2987,Active/Regular Products,Zone B,25.0,1090620,60,35.0,25.0
22041,361,4374,11.983561643835616,3020,Active/Regular Products,Zone B,25.0,1090581,60,35.0,25.0
23313,401,2990,7.328431372549019,2711,Active/Regular Products,Zone B,25.0,1087512,60,35.0,25.0
21670,374,4328,11.541333333333334,2902,Active/Regular Products,Zone B,25.0,1085722,60,35.0,25.0
22627,357,852,2.3865546218487395,3040,Active/Regular Products,Zone B,25.0,1085637,60,35.0,25.0
22851,350,2741,7.742937853107344,3092,Active/Regular Products,Zone B,25.0,1082550,60,35.0,25.0
22791,345,7955,22.991329479768787,3136,Active/Regular Products,Zone B,25.0,1082265,60,35.0,25.0
21770,388,1638,4.210796915167095,2772,Active/Regular Products,Zone B,25.0,1075924,60,35.0,25.0
84947,347,8652,24.579545454545453,3099,Active/Regular Products,Zone B,25.0,1075700,60,35.0,25.0
22898,365,2414,6.577656675749319,2942,Active/Regular Products,Zone B,25.0,1074195,60,35.0,25.0
48185,365,3615,9.87704918032787,2942,Active/Regular Products,Zone B,25.0,1074195,60,35.0,25.0
22962,342,3896,11.391812865497077,3132,Active/Regular Products,Zone B,25.0,1071486,60,35.0,25.0
20974,355,6976,19.21763085399449,3009,Active/Regular Products,Zone B,25.0,1068550,60,35.0,25.0
21876,333,3789,11.344311377245509,3198,Active/Regular Products,Zone B,25.0,1065267,60,35.0,25.0
23103,365,4072,10.829787234042554,2916,Active/Regular Products,Zone B,25.0,1064705,60,35.0,25.0
23241,363,2165,5.915300546448087,2931,Active/Regular Products,Zone B,25.0,1064316,60,35.0,25.0
23319,403,3720,9.05109489051095,2639,Active/Regular Products,Zone B,25.0,1063920,60,35.0,25.0
22668,345,2179,6.315942028985507,3066,Active/Regular Products,Zone B,25.0,1058115,60,35.0,25.0
21156,358,3170,8.805555555555555,2934,Active/Regular Products,Zone B,25.0,1050730,60,35.0,25.0
22607,358,1327,3.6963788300835656,2933,Active/Regular Products,Zone B,25.0,1050372,60,35.0,25.0
21136,370,4687,12.465425531914894,2837,Active/Regular Products,Zone B,25.0,1050060,60,35.0,25.0
23439,397,3986,9.6747572815534,2642,Active/Regular Products,Zone B,25.0,1049271,60,35.0,25.0
22847,376,905,2.4069148936170213,2787,Active/Regular Products,Zone B,25.0,1048288,60,35.0,25.0
47566B,365,2379,6.5,2857,Active/Regular Products,Zone B,25.0,1043170,60,35.0,25.0
84030E,334,1497,4.455357142857143,3121,Active/Regular Products,Zone B,25.0,1042748,60,35.0,25.0
22174,321,3218,9.90153846153846,3247,Active/Regular Products,Zone B,25.0,1042608,60,35.0,25.0
20749,383,1762,4.576623376623377,2721,Active/Regular Products,Zone B,25.0,1042526,60,35.0,25.0
22654,328,1411,4.275757575757575,3171,Active/Regular Products,Zone B,25.0,1040416,60,35.0,25.0
22192,365,954,2.6136986301369864,2842,Active/Regular Products,Zone B,25.0,1037695,60,35.0,25.0
23318,376,3809,9.971204188481677,2756,Active/Regular Products,Zone B,25.0,1036632,60,35.0,25.0
21122,344,5325,15.214285714285714,3010,Active/Regular Products,Zone B,25.0,1035784,60,35.0,25.0
21217,344,1088,3.1627906976744184,3003,Active/Regular Products,Zone B,25.0,1033376,60,35.0,25.0
23296,378,4979,13.034031413612563,2728,Active/Regular Products,Zone B,25.0,1031562,60,35.0,25.0
84032A,313,1003,3.194267515923567,3261,Active/Regular Products,Zone B,25.0,1021006,60,35.0,25.0
20750,385,1747,4.525906735751295,2649,Active/Regular Products,Zone B,25.0,1020250,60,35.0,25.0
71053,333,1944,5.7176470588235295,3061,Active/Regular Products,Zone B,25.0,1019646,60,35.0,25.0
84987,334,3051,9.134730538922156,3049,Active/Regular Products,Zone B,25.0,1018700,60,35.0,25.0
22992,348,5233,14.69943820224719,2924,Active/Regular Products,Zone B,25.0,1017900,60,35.0,25.0
22746,328,1447,4.398176291793313,3094,Active/Regular Products,Zone B,25.0,1015160,60,35.0,25.0
22569,348,2759,7.882857142857143,2911,Active/Regular Products,Zone B,25.0,1013376,60,35.0,25.0
85049A,323,3001,9.149390243902438,3128,Active/Regular Products,Zone B,25.0,1010667,60,35.0,25.0
22579,338,5167,14.805157593123209,2987,Active/Regular Products,Zone B,25.0,1009944,60,35.0,25.0
22739,318,1818,5.663551401869159,3174,Active/Regular Products,Zone B,25.0,1009650,60,35.0,25.0
21385,317,3883,11.911042944785276,3174,Active/Regular Products,Zone B,25.0,1006475,60,35.0,25.0
23294,354,4392,12.268156424581006,2835,Active/Regular Products,Zone B,25.0,1003944,60,35.0,25.0
23256,368,2113,5.68010752688172,2726,Active/Regular Products,Zone B,25.0,1003536,60,35.0,25.0
22273,331,4509,13.54054054054054,3030,Active/Regular Products,Zone B,25.0,1003261,60,35.0,25.0
21506,323,4922,15.238390092879255,3101,Active/Regular Products,Zone B,25.0,1001946,60,35.0,25.0
21494,313,1928,6.10126582278481,3200,Active/Regular Products,Zone B,25.0,1001913,60,35.0,25.0
22637,329,2760,8.389057750759878,3016,Active/Regular Products,Zone B,25.0,992593,60,35.0,25.0
23108,372,2219,5.949061662198392,2658,Active/Regular Products,Zone B,25.0,989148,60,35.0,25.0
22431,334,2058,6.125,2960,Active/Regular Products,Zone B,25.0,988974,60,35.0,25.0
22079,323,1897,5.819018404907975,3046,Active/Regular Products,Zone B,25.0,984181,60,35.0,25.0
85053,317,1693,5.25776397515528,3100,Active/Regular Products,Zone B,25.0,983017,60,35.0,25.0
20677,333,3674,10.90207715133531,2944,Active/Regular Products,Zone B,25.0,980685,60,35.0,25.0
82578,305,2058,6.703583061889251,3210,Active/Regular Products,Zone B,25.0,979355,60,35.0,25.0
20979,325,3734,11.489230769230767,3011,Active/Regular Products,Zone B,25.0,978900,60,35.0,25.0
23168,337,3291,9.62280701754386,2888,Active/Regular Products,Zone B,25.0,973593,60,35.0,25.0
71477,316,6748,21.153605015673985,3071,Active/Regular Products,Zone B,25.0,970752,60,35.0,25.0
23351,354,3535,9.874301675977652,2734,Active/Regular Products,Zone B,25.0,968190,60,35.0,25.0
21901,308,1828,5.803174603174603,3139,Active/Regular Products,Zone B,25.0,967120,60,35.0,25.0
22963,307,3290,10.647249190938512,3147,Active/Regular Products,Zone B,25.0,966436,60,35.0,25.0
22418,318,6564,20.57680250783699,3038,Active/Regular Products,Zone B,25.0,966402,60,35.0,25.0
22296,318,3140,9.602446483180428,3033,Active/Regular Products,Zone B,25.0,964812,60,35.0,25.0
22712,312,4435,14.169329073482428,3072,Active/Regular Products,Zone B,25.0,958776,60,35.0,25.0
22505,311,1457,4.654952076677317,3074,Active/Regular Products,Zone B,25.0,956325,60,35.0,25.0
20679,326,1710,5.229357798165138,2924,Active/Regular Products,Zone B,25.0,953550,60,35.0,25.0
22109,296,1640,5.48494983277592,3211,Active/Regular Products,Zone B,25.0,950752,60,35.0,25.0
22294,299,5457,17.775244299674267,3172,Active/Regular Products,Zone B,25.0,948727,60,35.0,25.0
21989,335,2409,7.106194690265487,2828,Active/Regular Products,Zone B,25.0,947715,60,35.0,25.0
22899,313,2069,6.568253968253968,3023,Active/Regular Products,Zone B,25.0,946512,60,35.0,25.0
21868,302,2477,8.148026315789474,3122,Active/Regular Products,Zone B,25.0,943146,60,35.0,25.0
21874,295,2974,10.08135593220339,3195,Active/Regular Products,Zone B,25.0,942820,60,35.0,25.0
23188,333,3471,10.299703264094957,2828,Active/Regular Products,Zone B,25.0,942057,60,35.0,25.0
15056BL,321,2844,8.85981308411215,2929,Active/Regular Products,Zone B,25.0,940530,60,35.0,25.0
22845,316,802,2.529968454258675,2973,Active/Regular Products,Zone B,25.0,939784,60,35.0,25.0
20754,304,1457,4.745928338762215,3081,Active/Regular Products,Zone B,25.0,936928,60,35.0,25.0
22940,321,1915,5.856269113149847,2912,Active/Regular Products,Zone B,25.0,935073,60,35.0,25.0
21533,339,1351,3.973529411764706,2753,Active/Regular Products,Zone B,25.0,933606,60,35.0,25.0
82567,291,711,2.443298969072165,3207,Active/Regular Products,Zone B,25.0,933528,60,35.0,25.0
21535,343,2487,7.187861271676301,2720,Active/Regular Products,Zone B,25.0,933303,60,35.0,25.0
23275,325,3720,11.137724550898204,2867,Active/Regular Products,Zone B,25.0,932100,60,35.0,25.0
22670,301,1882,6.211221122112211,3095,Active/Regular Products,Zone B,25.0,931896,60,35.0,25.0
22941,311,1670,5.369774919614148,2994,Active/Regular Products,Zone B,25.0,931445,60,35.0,25.0
16237,290,4991,16.976190476190474,3208,Active/Regular Products,Zone B,25.0,930610,60,35.0,25.0
23175,329,3160,9.546827794561931,2823,Active/Regular Products,Zone B,25.0,929096,60,35.0,25.0
20675,322,3120,9.62962962962963,2882,Active/Regular Products,Zone B,25.0,928326,60,35.0,25.0
23192,345,3516,10.017094017094015,2688,Active/Regular Products,Zone B,25.0,927705,60,35.0,25.0
22378,293,2283,7.76530612244898,3165,Active/Regular Products,Zone B,25.0,927638,60,35.0,25.0
23311,344,2390,6.887608069164265,2685,Active/Regular Products,Zone B,25.0,923984,60,35.0,25.0
23349,337,3221,9.39067055393586,2731,Active/Regular Products,Zone B,25.0,920684,60,35.0,25.0
22817,290,2639,9.1,3173,Active/Regular Products,Zone B,25.0,920460,60,35.0,25.0
22158,303,3413,11.117263843648209,3034,Active/Regular Products,Zone B,25.0,919605,60,35.0,25.0
22087,326,4082,12.332326283987916,2816,Active/Regular Products,Zone B,25.0,918342,60,35.0,25.0
84997C,335,3783,11.292537313432836,2731,Active/Regular Products,Zone B,25.0,915220,60,35.0,25.0
20969,305,1960,6.405228758169935,2998,Active/Regular Products,Zone B,25.0,914695,60,35.0,25.0
21078,313,2769,8.790476190476191,2921,Active/Regular Products,Zone B,25.0,914586,60,35.0,25.0
22227,289,2341,7.777408637873754,3148,Active/Regular Products,Zone B,25.0,910061,60,35.0,25.0
21240,325,3570,10.917431192660551,2788,Active/Regular Products,Zone B,25.0,906425,60,35.0,25.0
21429,286,1740,5.979381443298969,3165,Active/Regular Products,Zone B,25.0,905476,60,35.0,25.0
22333,317,4492,14.0375,2852,Active/Regular Products,Zone B,25.0,904401,60,35.0,25.0
21980,297,6685,22.43288590604027,3043,Active/Regular Products,Zone B,25.0,904068,60,35.0,25.0
22508,296,1594,5.385135135135135,3046,Active/Regular Products,Zone B,25.0,901912,60,35.0,25.0
23266,319,2053,6.091988130563799,2824,Active/Regular Products,Zone B,25.0,901175,60,35.0,25.0
23236,327,2493,7.554545454545455,2754,Active/Regular Products,Zone B,25.0,900885,60,35.0,25.0
21703,294,9390,31.51006711409396,3054,Active/Regular Products,Zone B,25.0,898170,60,35.0,25.0
22970,317,4334,13.586206896551724,2830,Active/Regular Products,Zone B,25.0,897427,60,35.0,25.0
22723,295,1164,3.906040268456376,3039,Active/Regular Products,Zone B,25.0,896800,60,35.0,25.0
23353,327,4007,12.105740181268882,2737,Active/Regular Products,Zone B,25.0,895326,60,35.0,25.0
22131,291,2031,6.861486486486487,3075,Active/Regular Products,Zone B,25.0,895116,60,35.0,25.0
22605,299,782,2.6066666666666665,2982,Active/Regular Products,Zone B,25.0,891917,60,35.0,25.0
23174,322,3055,9.429012345679013,2764,Active/Regular Products,Zone B,25.0,890330,60,35.0,25.0
22784,299,1272,4.198019801980198,2961,Active/Regular Products,Zone B,25.0,885638,60,35.0,25.0
22271,301,1701,5.6138613861386135,2940,Active/Regular Products,Zone B,25.0,885241,60,35.0,25.0
