StockCode,cluster_name,recommended_zone,picking_priority,actual_distance_saved,business_recommendation
21907,Active/Regular Products,Zone B,1093293,,Keep in an easily accessible zone for regular picking.
21673,Active/Regular Products,Zone B,1090620,,Keep in an easily accessible zone for regular picking.
22041,Active/Regular Products,Zone B,1090581,,Keep in an easily accessible zone for regular picking.
23313,Active/Regular Products,Zone B,1087512,,Keep in an easily accessible zone for regular picking.
21670,Active/Regular Products,Zone B,1085722,,Keep in an easily accessible zone for regular picking.
22627,Active/Regular Products,Zone B,1085637,,Keep in an easily accessible zone for regular picking.
22851,Active/Regular Products,Zone B,1082550,,Keep in an easily accessible zone for regular picking.
22791,Active/Regular Products,Zone B,1082265,,Keep in an easily accessible zone for regular picking.
21770,Active/Regular Products,Zone B,1075924,,Keep in an easily accessible zone for regular picking.
84947,Active/Regular Products,Zone B,1075700,,Keep in an easily accessible zone for regular picking.
22898,Active/Regular Products,Zone B,1074195,,Keep in an easily accessible zone for regular picking.
48185,Active/Regular Products,Zone B,1074195,,Keep in an easily accessible zone for regular picking.
22962,Active/Regular Products,Zone B,1071486,,Keep in an easily accessible zone for regular picking.
20974,Active/Regular Products,Zone B,1068550,,Keep in an easily accessible zone for regular picking.
21876,Active/Regular Products,Zone B,1065267,,Keep in an easily accessible zone for regular picking.
23103,Active/Regular Products,Zone B,1064705,,Keep in an easily accessible zone for regular picking.
23241,Active/Regular Products,Zone B,1064316,,Keep in an easily accessible zone for regular picking.
23319,Active/Regular Products,Zone B,1063920,,Keep in an easily accessible zone for regular picking.
22668,Active/Regular Products,Zone B,1058115,,Keep in an easily accessible zone for regular picking.
84945,High-Volume Products,Zone A,1052451,,Place closer to packing area due to high product movement.
21156,Active/Regular Products,Zone B,1050730,,Keep in an easily accessible zone for regular picking.
22607,Active/Regular Products,Zone B,1050372,,Keep in an easily accessible zone for regular picking.
21136,Active/Regular Products,Zone B,1050060,,Keep in an easily accessible zone for regular picking.
23439,Active/Regular Products,Zone B,1049271,,Keep in an easily accessible zone for regular picking.
22847,Active/Regular Products,Zone B,1048288,,Keep in an easily accessible zone for regular picking.
47566B,Active/Regular Products,Zone B,1043170,,Keep in an easily accessible zone for regular picking.
84030E,Active/Regular Products,Zone B,1042748,,Keep in an easily accessible zone for regular picking.
22174,Active/Regular Products,Zone B,1042608,,Keep in an easily accessible zone for regular picking.
20749,Active/Regular Products,Zone B,1042526,,Keep in an easily accessible zone for regular picking.
22654,Active/Regular Products,Zone B,1040416,,Keep in an easily accessible zone for regular picking.
22192,Active/Regular Products,Zone B,1037695,,Keep in an easily accessible zone for regular picking.
23318,Active/Regular Products,Zone B,1036632,,Keep in an easily accessible zone for regular picking.
21122,Active/Regular Products,Zone B,1035784,,Keep in an easily accessible zone for regular picking.
21217,Active/Regular Products,Zone B,1033376,,Keep in an easily accessible zone for regular picking.
23296,Active/Regular Products,Zone B,1031562,,Keep in an easily accessible zone for regular picking.
21326,High-Volume Products,Zone A,1029860,,Place closer to packing area due to high product movement.
84032A,Active/Regular Products,Zone B,1021006,,Keep in an easily accessible zone for regular picking.
20750,Active/Regular Products,Zone B,1020250,,Keep in an easily accessible zone for regular picking.
71053,Active/Regular Products,Zone B,1019646,,Keep in an easily accessible zone for regular picking.
84987,Active/Regular Products,Zone B,1018700,,Keep in an easily accessible zone for regular picking.
22992,Active/Regular Products,Zone B,1017900,,Keep in an easily accessible zone for regular picking.
22746,Active/Regular Products,Zone B,1015160,,Keep in an easily accessible zone for regular picking.
22569,Active/Regular Products,Zone B,1013376,,Keep in an easily accessible zone for regular picking.
85049A,Active/Regular Products,Zone B,1010667,,Keep in an easily accessible zone for regular picking.
22579,Active/Regular Products,Zone B,1009944,,Keep in an easily accessible zone for regular picking.
22739,Active/Regular Products,Zone B,1009650,,Keep in an easily accessible zone for regular picking.
21385,Active/Regular Products,Zone B,1006475,,Keep in an easily accessible zone for regular picking.
23294,Active/Regular Products,Zone B,1003944,,Keep in an easily accessible zone for regular picking.
23256,Active/Regular Products,Zone B,1003536,,Keep in an easily accessible zone for regular picking.
22273,Active/Regular Products,Zone B,1003261,,Keep in an easily accessible zone for regular picking.
21506,Active/Regular Products,Zone B,1001946,,Keep in an easily accessible zone for regular picking.
21494,Active/Regular Products,Zone B,1001913,,Keep in an easily accessible zone for regular picking.
22637,Active/Regular Products,Zone B,992593,,Keep in an easily accessible zone for regular picking.
23108,Active/Regular Products,Zone B,989148,,Keep in an easily accessible zone for regular picking.
22431,Active/Regular Products,Zone B,988974,,Keep in an easily accessible zone for regular picking.
22151,High-Volume Products,Zone A,988032,,Place closer to packing area due to high product movement.
22079,Active/Regular Products,Zone B,984181,,Keep in an easily accessible zone for regular picking.
85053,Active/Regular Products,Zone B,983017,,Keep in an easily accessible zone for regular picking.
20677,Active/Regular Products,Zone B,980685,,Keep in an easily accessible zone for regular picking.
82578,Active/Regular Products,Zone B,979355,,Keep in an easily accessible zone for regular picking.
20979,Active/Regular Products,Zone B,978900,,Keep in an easily accessible zone for regular picking.
23168,Active/Regular Products,Zone B,973593,,Keep in an easily accessible zone for regular picking.
71477,Active/Regular Products,Zone B,970752,,Keep in an easily accessible zone for regular picking.
23077,High-Volume Products,Zone A,969048,,Place closer to packing area due to high product movement.
23351,Active/Regular Products,Zone B,968190,,Keep in an easily accessible zone for regular picking.
21901,Active/Regular Products,Zone B,967120,,Keep in an easily accessible zone for regular picking.
22963,Active/Regular Products,Zone B,966436,,Keep in an easily accessible zone for regular picking.
22418,Active/Regular Products,Zone B,966402,,Keep in an easily accessible zone for regular picking.
22296,Active/Regular Products,Zone B,964812,,Keep in an easily accessible zone for regular picking.
22712,Active/Regular Products,Zone B,958776,,Keep in an easily accessible zone for regular picking.
22505,Active/Regular Products,Zone B,956325,,Keep in an easily accessible zone for regular picking.
20679,Active/Regular Products,Zone B,953550,,Keep in an easily accessible zone for regular picking.
22109,Active/Regular Products,Zone B,950752,,Keep in an easily accessible zone for regular picking.
22294,Active/Regular Products,Zone B,948727,,Keep in an easily accessible zone for regular picking.
21989,Active/Regular Products,Zone B,947715,,Keep in an easily accessible zone for regular picking.
22899,Active/Regular Products,Zone B,946512,,Keep in an easily accessible zone for regular picking.
21868,Active/Regular Products,Zone B,943146,,Keep in an easily accessible zone for regular picking.
21874,Active/Regular Products,Zone B,942820,,Keep in an easily accessible zone for regular picking.
23188,Active/Regular Products,Zone B,942057,,Keep in an easily accessible zone for regular picking.
15056BL,Active/Regular Products,Zone B,940530,,Keep in an easily accessible zone for regular picking.
22845,Active/Regular Products,Zone B,939784,,Keep in an easily accessible zone for regular picking.
20754,Active/Regular Products,Zone B,936928,,Keep in an easily accessible zone for regular picking.
22940,Active/Regular Products,Zone B,935073,,Keep in an easily accessible zone for regular picking.
21533,Active/Regular Products,Zone B,933606,,Keep in an easily accessible zone for regular picking.
82567,Active/Regular Products,Zone B,933528,,Keep in an easily accessible zone for regular picking.
21535,Active/Regular Products,Zone B,933303,,Keep in an easily accessible zone for regular picking.
23275,Active/Regular Products,Zone B,932100,,Keep in an easily accessible zone for regular picking.
22670,Active/Regular Products,Zone B,931896,,Keep in an easily accessible zone for regular picking.
22941,Active/Regular Products,Zone B,931445,,Keep in an easily accessible zone for regular picking.
16237,Active/Regular Products,Zone B,930610,,Keep in an easily accessible zone for regular picking.
