StockCode,order_frequency,total_quantity,avg_quantity_per_order,related_product_count,cluster_name,recommended_zone,distance_from_packing,picking_priority,current_distance,distance_saved
84997B,370,4214,11.267379679144385,2985,Active/Regular Products,Zone B,25.0,1559180,60,35.0
22979,381,4090,10.678851174934726,3046,Active/Regular Products,Zone B,25.0,1558290,60,35.0
22413,412,3774,9.072115384615385,3111,Active/Regular Products,Zone B,25.0,1554888,60,35.0
23294,354,4392,12.268156424581006,2835,Active/Regular Products,Zone B,25.0,1554768,60,35.0
22663,450,3419,7.580931263858093,3148,Active/Regular Products,Zone B,25.0,1538550,60,35.0
21238,387,3969,10.15089514066496,2895,Active/Regular Products,Zone B,25.0,1536003,60,35.0
21155,485,3155,6.425661914460285,3005,Active/Regular Products,Zone B,25.0,1530175,60,35.0
84029G,459,3319,7.122317596566524,3217,Active/Regular Products,Zone B,25.0,1523421,60,35.0
22030,274,5527,20.098181818181818,2758,Active/Regular Products,Zone B,25.0,1514398,60,35.0
21499,217,6927,31.921658986175114,2034,Active/Regular Products,Zone B,25.0,1503159,60,35.0
23319,403,3720,9.05109489051095,2639,Active/Regular Products,Zone B,25.0,1499160,60,35.0
22273,331,4509,13.54054054054054,3030,Active/Regular Products,Zone B,25.0,1492479,60,35.0
22352,482,3088,6.380165289256198,3223,Active/Regular Products,Zone B,25.0,1488416,60,35.0
23103,365,4072,10.829787234042554,2916,Active/Regular Products,Zone B,25.0,1486280,60,35.0
22804,474,3131,6.522916666666666,3218,Active/Regular Products,Zone B,25.0,1484094,60,35.0
21981,271,5468,20.02930402930403,3158,Active/Regular Products,Zone B,25.0,1481828,60,35.0
21810,252,5840,22.20532319391635,2999,Active/Regular Products,Zone B,25.0,1471680,60,35.0
22348,358,4084,11.313019390581717,3183,Active/Regular Products,Zone B,25.0,1462072,60,35.0
22631,396,3677,9.14676616915423,3096,Active/Regular Products,Zone B,25.0,1456092,60,35.0
75049L,205,7102,33.98086124401914,2799,Active/Regular Products,Zone B,25.0,1455910,60,35.0
16237,290,4991,16.976190476190474,3208,Active/Regular Products,Zone B,25.0,1447390,60,35.0
21430,477,3034,6.334029227557411,3066,Active/Regular Products,Zone B,25.0,1447218,60,35.0
23318,376,3809,9.971204188481675,2756,Active/Regular Products,Zone B,25.0,1432184,60,35.0
22333,317,4492,14.0375,2852,Active/Regular Products,Zone B,25.0,1423964,60,35.0
22150,468,3021,6.40042372881356,3190,Active/Regular Products,Zone B,25.0,1413828,60,35.0
47591D,439,3207,7.305239179954442,3080,Active/Regular Products,Zone B,25.0,1407873,60,35.0
23144,274,5089,18.505454545454544,2698,Active/Regular Products,Zone B,25.0,1394386,60,35.0
22037,354,3929,11.067605633802817,3119,Active/Regular Products,Zone B,25.0,1390866,60,35.0
84949,290,4789,16.40068493150685,2893,Active/Regular Products,Zone B,25.0,1388810,60,35.0
22712,312,4435,14.169329073482428,3072,Active/Regular Products,Zone B,25.0,1383720,60,35.0
22734,422,3261,7.548611111111111,2895,Active/Regular Products,Zone B,25.0,1376142,60,35.0
22970,317,4334,13.586206896551724,2830,Active/Regular Products,Zone B,25.0,1373878,60,35.0
22507,459,2960,6.44880174291939,3167,Active/Regular Products,Zone B,25.0,1358640,60,35.0
22045,208,6527,31.379807692307693,1846,Active/Regular Products,Zone B,25.0,1357616,60,35.0
21500,213,6350,29.812206572769952,2082,Active/Regular Products,Zone B,25.0,1352550,60,35.0
23167,231,5847,24.567226890756302,2776,Active/Regular Products,Zone B,25.0,1350657,60,35.0
22196,472,2847,5.943632567849686,3332,Active/Regular Products,Zone B,25.0,1343784,60,35.0
22624,711,1883,2.648382559774965,3250,High-Volume Products,Zone A,10.0,1338813,60,50.0
22667,464,2882,6.118895966029724,2859,Active/Regular Products,Zone B,25.0,1337248,60,35.0
22962,342,3896,11.391812865497077,3132,Active/Regular Products,Zone B,25.0,1332432,60,35.0
22087,326,4082,12.332326283987916,2816,Active/Regular Products,Zone B,25.0,1330732,60,35.0
22488,415,3195,7.661870503597123,3156,Active/Regular Products,Zone B,25.0,1325925,60,35.0
21621,475,2787,5.74639175257732,3002,Active/Regular Products,Zone B,25.0,1323825,60,35.0
48185,365,3615,9.87704918032787,2942,Active/Regular Products,Zone B,25.0,1319475,60,35.0
21892,412,3192,7.636363636363637,3256,Active/Regular Products,Zone B,25.0,1315104,60,35.0
23353,327,4007,12.105740181268882,2737,Active/Regular Products,Zone B,25.0,1310289,60,35.0
82483,543,2386,4.3699633699633695,3045,Active/Regular Products,Zone B,25.0,1295598,60,35.0
82486,605,2136,3.5073891625615765,3057,Active/Regular Products,Zone B,25.0,1292280,60,35.0
21704,248,5144,20.65863453815261,3014,Active/Regular Products,Zone B,25.0,1275712,60,35.0
22141,457,2791,6.015086206896552,3186,Active/Regular Products,Zone B,25.0,1275487,60,35.0
84997C,335,3783,11.292537313432836,2731,Active/Regular Products,Zone B,25.0,1267305,60,35.0
21755,629,2011,3.17192429022082,3202,Active/Regular Products,Zone B,25.0,1264919,60,35.0
21876,333,3789,11.344311377245509,3198,Active/Regular Products,Zone B,25.0,1261737,60,35.0
23351,354,3535,9.874301675977653,2734,Active/Regular Products,Zone B,25.0,1251390,60,35.0
23582,259,4802,18.328244274809162,2404,Active/Regular Products,Zone B,25.0,1243718,60,35.0
21385,317,3883,11.911042944785276,3174,Active/Regular Products,Zone B,25.0,1230911,60,35.0
20992,277,4425,15.206185567010309,2906,Active/Regular Products,Zone B,25.0,1225725,60,35.0
22142,377,3247,8.411917098445596,3024,Active/Regular Products,Zone B,25.0,1224119,60,35.0
20677,333,3674,10.90207715133531,2944,Active/Regular Products,Zone B,25.0,1223442,60,35.0
21967,232,5271,22.429787234042553,3072,Active/Regular Products,Zone B,25.0,1222872,60,35.0
23503,335,3643,10.652046783625732,2253,Active/Regular Products,Zone B,25.0,1220405,60,35.0
20979,325,3734,11.489230769230769,3011,Active/Regular Products,Zone B,25.0,1213550,60,35.0
21932,446,2720,6.044444444444444,3108,Active/Regular Products,Zone B,25.0,1213120,60,35.0
23192,345,3516,10.017094017094017,2688,Active/Regular Products,Zone B,25.0,1213020,60,35.0
23275,325,3720,11.137724550898204,2867,Active/Regular Products,Zone B,25.0,1209000,60,35.0
22173,493,2444,4.907630522088353,3310,Active/Regular Products,Zone B,25.0,1204892,60,35.0
23354,322,3740,11.333333333333334,2713,Active/Regular Products,Zone B,25.0,1204280,60,35.0
21900,372,3228,8.654155495978552,3202,Active/Regular Products,Zone B,25.0,1200816,60,35.0
23313,401,2990,7.328431372549019,2711,Active/Regular Products,Zone B,25.0,1198990,60,35.0
21829,177,6765,38.00561797752809,2807,Active/Regular Products,Zone B,25.0,1197405,60,35.0
22464,351,3402,9.637393767705383,3145,Active/Regular Products,Zone B,25.0,1194102,60,35.0
22570,386,3086,7.933161953727506,2964,Active/Regular Products,Zone B,25.0,1191196,60,35.0
21811,245,4850,19.1699604743083,3025,Active/Regular Products,Zone B,25.0,1188250,60,35.0
23172,305,3861,12.659016393442624,2858,Active/Regular Products,Zone B,25.0,1177605,60,35.0
20717,412,2855,6.84652278177458,3248,Active/Regular Products,Zone B,25.0,1176260,60,35.0
22534,261,4496,16.902255639097746,3022,Active/Regular Products,Zone B,25.0,1173456,60,35.0
85049E,409,2860,6.891566265060241,3249,Active/Regular Products,Zone B,25.0,1169740,60,35.0
22740,170,6842,40.247058823529414,2665,Active/Regular Products,Zone B,25.0,1163140,60,35.0
21240,325,3570,10.917431192660551,2788,Active/Regular Products,Zone B,25.0,1160250,60,35.0
23188,333,3471,10.299703264094955,2828,Active/Regular Products,Zone B,25.0,1155843,60,35.0
23173,416,2766,6.5700712589073635,2863,Active/Regular Products,Zone B,25.0,1150656,60,35.0
23328,405,2841,6.946210268948655,2881,Active/Regular Products,Zone B,25.0,1150605,60,35.0
84212,111,10315,92.92792792792793,1992,Active/Regular Products,Zone B,25.0,1144965,60,35.0
23005,241,4733,19.397540983606557,2783,Active/Regular Products,Zone B,25.0,1140653,60,35.0
22549,356,3188,8.806629834254144,3195,Active/Regular Products,Zone B,25.0,1134928,60,35.0
21156,358,3170,8.805555555555555,2934,Active/Regular Products,Zone B,25.0,1134860,60,35.0
23356,476,2359,4.8539094650205765,2673,Active/Regular Products,Zone B,25.0,1122884,60,35.0
23286,222,5048,22.73873873873874,2745,Active/Regular Products,Zone B,25.0,1120656,60,35.0
23168,337,3291,9.62280701754386,2888,Active/Regular Products,Zone B,25.0,1109067,60,35.0
23583,325,3385,10.19578313253012,2550,Active/Regular Products,Zone B,25.0,1100125,60,35.0
22619,443,2480,5.560538116591928,3252,Active/Regular Products,Zone B,25.0,1098640,60,35.0
82552,364,3012,8.184782608695652,3161,Active/Regular Products,Zone B,25.0,1096368,60,35.0
22082,409,2680,6.457831325301205,3164,Active/Regular Products,Zone B,25.0,1096120,60,35.0
21933,410,2672,6.407673860911271,3130,Active/Regular Products,Zone B,25.0,1095520,60,35.0
23349,337,3221,9.39067055393586,2731,Active/Regular Products,Zone B,25.0,1085477,60,35.0
21843,539,2012,3.7190388170055453,3111,Active/Regular Products,Zone B,25.0,1084468,60,35.0
84536A,341,3138,9.095652173913043,3241,Active/Regular Products,Zone B,25.0,1070058,60,35.0
22427,506,2106,4.137524557956778,2949,Active/Regular Products,Zone B,25.0,1065636,60,35.0
22991,274,3887,13.931899641577061,2760,Active/Regular Products,Zone B,25.0,1065038,60,35.0
22816,266,3987,14.876865671641792,3094,Active/Regular Products,Zone B,25.0,1060542,60,35.0
22749,449,2362,5.1798245614035086,3105,Active/Regular Products,Zone B,25.0,1060538,60,35.0
22989,372,2811,7.436507936507937,3031,Active/Regular Products,Zone B,25.0,1045692,60,35.0
23175,329,3160,9.546827794561933,2823,Active/Regular Products,Zone B,25.0,1039640,60,35.0
22158,303,3413,11.117263843648209,3034,Active/Regular Products,Zone B,25.0,1034139,60,35.0
22729,445,2323,5.139380530973451,2903,Active/Regular Products,Zone B,25.0,1033735,60,35.0
22174,321,3218,9.901538461538461,3247,Active/Regular Products,Zone B,25.0,1032978,60,35.0
21242,304,3373,11.095394736842104,2813,Active/Regular Products,Zone B,25.0,1025392,60,35.0
21509,274,3741,13.653284671532846,3026,Active/Regular Products,Zone B,25.0,1025034,60,35.0
22617,464,2209,4.730192719486081,2946,Active/Regular Products,Zone B,25.0,1024976,60,35.0
82551,351,2918,8.266288951841359,3242,Active/Regular Products,Zone B,25.0,1024218,60,35.0
21035,394,2599,6.5465994962216625,3200,Active/Regular Products,Zone B,25.0,1024006,60,35.0
84987,334,3051,9.134730538922156,3049,Active/Regular Products,Zone B,25.0,1019034,60,35.0
22963,307,3290,10.647249190938512,3147,Active/Regular Products,Zone B,25.0,1010030,60,35.0
20675,322,3120,9.62962962962963,2882,Active/Regular Products,Zone B,25.0,1004640,60,35.0
22296,318,3140,9.602446483180428,3033,Active/Regular Products,Zone B,25.0,998520,60,35.0
21934,411,2421,5.87621359223301,3267,Active/Regular Products,Zone B,25.0,995031,60,35.0
22964,378,2624,6.8871391076115485,3133,Active/Regular Products,Zone B,25.0,991872,60,35.0
23174,322,3055,9.429012345679013,2764,Active/Regular Products,Zone B,25.0,983710,60,35.0
85049A,323,3001,9.149390243902438,3128,Active/Regular Products,Zone B,25.0,969323,60,35.0
16156S,167,5800,34.73053892215569,1786,Active/Regular Products,Zone B,25.0,968600,60,35.0
22950,185,5209,28.156756756756756,2228,Active/Regular Products,Zone B,25.0,963665,60,35.0
22772,254,3793,14.81640625,2876,Active/Regular Products,Zone B,25.0,963422,60,35.0
21124,240,4011,16.574380165289256,2579,Active/Regular Products,Zone B,25.0,962640,60,35.0
22569,348,2759,7.882857142857143,2911,Active/Regular Products,Zone B,25.0,960132,60,35.0
22851,350,2741,7.742937853107344,3092,Active/Regular Products,Zone B,25.0,959350,60,35.0
21218,394,2433,6.113065326633166,3032,Active/Regular Products,Zone B,25.0,958602,60,35.0
21495,165,5800,35.15151515151515,1793,Active/Regular Products,Zone B,25.0,957000,60,35.0
21917,225,4151,18.448888888888888,2889,Active/Regular Products,Zone B,25.0,933975,60,35.0
21239,307,3016,9.729032258064516,2858,Active/Regular Products,Zone B,25.0,925912,60,35.0
85066,519,1784,3.404580152671756,3144,Active/Regular Products,Zone B,25.0,925896,60,35.0
22440,154,6010,38.28025477707006,2408,Active/Regular Products,Zone B,25.0,925540,60,35.0
23367,282,3278,11.501754385964912,2672,Active/Regular Products,Zone B,25.0,924396,60,35.0
22748,436,2117,4.8223234624145785,3172,Active/Regular Products,Zone B,25.0,923012,60,35.0
21098,248,3719,14.303846153846154,3130,Active/Regular Products,Zone B,25.0,922312,60,35.0
22716,288,3201,11.114583333333334,3047,Active/Regular Products,Zone B,25.0,921888,60,35.0
22188,189,4870,25.767195767195766,2754,Active/Regular Products,Zone B,25.0,920430,60,35.0
51014A,239,3842,16.07531380753138,3080,Active/Regular Products,Zone B,25.0,918238,60,35.0
23285,191,4807,25.036458333333332,2724,Active/Regular Products,Zone B,25.0,918137,60,35.0
21216,430,2128,4.903225806451613,3137,Active/Regular Products,Zone B,25.0,915040,60,35.0
22704,174,5253,30.189655172413794,1704,Active/Regular Products,Zone B,25.0,914022,60,35.0
47590B,393,2323,5.895939086294416,2822,Active/Regular Products,Zone B,25.0,912939,60,35.0
15056BL,321,2844,8.85981308411215,2929,Active/Regular Products,Zone B,25.0,912924,60,35.0
22596,262,3476,13.116981132075471,2636,Active/Regular Products,Zone B,25.0,910712,60,35.0
22609,155,5874,37.65384615384615,2769,Active/Regular Products,Zone B,25.0,910470,60,35.0
15034,138,6591,47.76086956521739,2868,Active/Regular Products,Zone B,25.0,909558,60,35.0
22637,329,2760,8.389057750759878,3016,Active/Regular Products,Zone B,25.0,908040,60,35.0
22419,272,3338,12.050541516245488,3169,Active/Regular Products,Zone B,25.0,907936,60,35.0
22502,463,1937,4.156652360515022,2973,Active/Regular Products,Zone B,25.0,896831,60,35.0
22818,244,3633,14.889344262295081,3034,Active/Regular Products,Zone B,25.0,886452,60,35.0
23320,333,2661,7.872781065088757,2536,Active/Regular Products,Zone B,25.0,886113,60,35.0
22625,546,1620,2.967032967032967,3237,Active/Regular Products,Zone B,25.0,884520,60,35.0
22898,365,2414,6.577656675749319,2942,Active/Regular Products,Zone B,25.0,881110,60,35.0
23000,278,3169,11.3584229390681,2988,Active/Regular Products,Zone B,25.0,880982,60,35.0
21558,412,2131,5.122596153846154,3172,Active/Regular Products,Zone B,25.0,877972,60,35.0
21874,295,2974,10.08135593220339,3195,Active/Regular Products,Zone B,25.0,877330,60,35.0
23165,280,3114,11.003533568904594,2814,Active/Regular Products,Zone B,25.0,871920,60,35.0
21907,367,2371,6.442934782608695,2978,Active/Regular Products,Zone B,25.0,870157,60,35.0
21507,262,3320,12.67175572519084,3077,Active/Regular Products,Zone B,25.0,869840,60,35.0
47566B,365,2379,6.5,2857,Active/Regular Products,Zone B,25.0,868335,60,35.0
21078,313,2769,8.790476190476191,2921,Active/Regular Products,Zone B,25.0,866697,60,35.0
22491,219,3947,17.85972850678733,2600,Active/Regular Products,Zone B,25.0,864393,60,35.0
23288,185,4625,24.865591397849464,2700,Active/Regular Products,Zone B,25.0,855625,60,35.0
22745,423,2021,4.7552941176470584,3195,Active/Regular Products,Zone B,25.0,854883,60,35.0
21535,343,2487,7.187861271676301,2720,Active/Regular Products,Zone B,25.0,853041,60,35.0
22499,407,2091,5.1,2964,Active/Regular Products,Zone B,25.0,851037,60,35.0
22725,428,1980,4.56221198156682,3071,Active/Regular Products,Zone B,25.0,847440,60,35.0
22530,233,3628,15.438297872340426,2948,Active/Regular Products,Zone B,25.0,845324,60,35.0
22338,180,4679,25.155913978494624,2885,Active/Regular Products,Zone B,25.0,842220,60,35.0
21524,480,1752,3.6424116424116426,3116,Active/Regular Products,Zone B,25.0,840960,60,35.0
21992,436,1901,4.300904977375565,3283,Active/Regular Products,Zone B,25.0,828836,60,35.0
22920,242,3423,14.028688524590164,2982,Active/Regular Products,Zone B,25.0,828366,60,35.0
48184,407,2035,5.0,2941,Active/Regular Products,Zone B,25.0,828245,60,35.0
21390,212,3903,17.82191780821918,2844,Active/Regular Products,Zone B,25.0,827436,60,35.0
23350,305,2712,8.720257234726688,2694,Active/Regular Products,Zone B,25.0,827160,60,35.0
84050,256,3229,12.467181467181467,3010,Active/Regular Products,Zone B,25.0,826624,60,35.0
22750,413,2001,4.810096153846154,3055,Active/Regular Products,Zone B,25.0,826413,60,35.0
22645,351,2354,6.630985915492958,3148,Active/Regular Products,Zone B,25.0,826254,60,35.0
23108,372,2219,5.949061662198392,2658,Active/Regular Products,Zone B,25.0,825468,60,35.0
21993,425,1937,4.5362997658079625,3298,Active/Regular Products,Zone B,25.0,823225,60,35.0
23311,344,2390,6.887608069164265,2685,Active/Regular Products,Zone B,25.0,822160,60,35.0
22456,476,1727,3.620545073375262,3126,Active/Regular Products,Zone B,25.0,822052,60,35.0
23233,158,5175,32.54716981132076,1736,Active/Regular Products,Zone B,25.0,817650,60,35.0
23236,327,2493,7.554545454545455,2754,Active/Regular Products,Zone B,25.0,815211,60,35.0
21519,246,3299,13.410569105691057,2862,Active/Regular Products,Zone B,25.0,811554,60,35.0
21989,335,2409,7.106194690265487,2828,Active/Regular Products,Zone B,25.0,807015,60,35.0
21974,360,2219,6.163888888888889,3147,Active/Regular Products,Zone B,25.0,798840,60,35.0
22028,262,3042,11.566539923954373,3063,Active/Regular Products,Zone B,25.0,797004,60,35.0
22563,281,2823,9.940140845070422,2830,Active/Regular Products,Zone B,25.0,793263,60,35.0
22544,175,4518,25.670454545454547,2993,Active/Regular Products,Zone B,25.0,790650,60,35.0
84832,268,2933,10.822878228782288,3152,Active/Regular Products,Zone B,25.0,786044,60,35.0
23241,363,2165,5.915300546448087,2931,Active/Regular Products,Zone B,25.0,785895,60,35.0
22714,225,3487,15.497777777777777,2996,Active/Regular Products,Zone B,25.0,784575,60,35.0
23306,277,2808,10.064516129032258,2794,Active/Regular Products,Zone B,25.0,777816,60,35.0
23256,368,2113,5.68010752688172,2726,Active/Regular Products,Zone B,25.0,777584,60,35.0
47590A,390,1990,5.102564102564102,2865,Active/Regular Products,Zone B,25.0,776100,60,35.0
21986,189,4067,21.293193717277486,2923,Active/Regular Products,Zone B,25.0,768663,60,35.0
22817,290,2639,9.1,3173,Active/Regular Products,Zone B,25.0,765310,60,35.0
23570,276,2772,9.692307692307692,2621,Active/Regular Products,Zone B,25.0,765072,60,35.0
85175,143,5321,37.20979020979021,2266,Active/Regular Products,Zone B,25.0,760903,60,35.0
21484,402,1871,4.5634146341463415,3103,Active/Regular Products,Zone B,25.0,752142,60,35.0
22668,345,2179,6.315942028985507,3066,Active/Regular Products,Zone B,25.0,751755,60,35.0
22608,144,5211,36.1875,2833,Active/Regular Products,Zone B,25.0,750384,60,35.0
23215,210,3564,16.732394366197184,2368,Active/Regular Products,Zone B,25.0,748440,60,35.0
21868,302,2477,8.148026315789474,3122,Active/Regular Products,Zone B,25.0,748054,60,35.0
22713,217,3441,15.784403669724771,3024,Active/Regular Products,Zone B,25.0,746697,60,35.0
