InvoiceNo,before_distance,after_distance,distance_saved,improvement_percent
537900,87,0.0,87.0,100.0
537901,16,0.0,16.0,100.0
537915,58,0.0,58.0,100.0
537955,201,13.0,188.0,93.53233830845771
537963,51,5.0,46.0,90.19607843137256
537967,12,0.0,12.0,100.0
537981,18,0.0,18.0,100.0
537995,43,0.0,43.0,100.0
538000,5,0.0,5.0,100.0
538002,74,0.0,74.0,100.0
538003,80,7.0,73.0,91.25
538005,7,0.0,7.0,100.0
538006,4,2.0,2.0,50.0
538007,44,7.0,37.0,84.0909090909091
538008,163,6.0,157.0,96.31901840490798
538009,130,0.0,130.0,100.0
538010,17,0.0,17.0,100.0
538011,128,0.0,128.0,100.0
538012,106,0.0,106.0,100.0
538013,50,0.0,50.0,100.0
538014,45,7.0,38.0,84.44444444444444
538015,73,0.0,73.0,100.0
538032,31,2.0,29.0,93.54838709677419
538035,292,15.0,277.0,94.86301369863014
538037,21,0.0,21.0,100.0
538040,208,12.0,196.0,94.23076923076923
538044,8,0.0,8.0,100.0
538048,8,0.0,8.0,100.0
538049,22,0.0,22.0,100.0
538050,7,0.0,7.0,100.0
538051,96,0.0,96.0,100.0
538053,132,9.0,123.0,93.18181818181817
538056,72,0.0,72.0,100.0
538057,47,2.0,45.0,95.74468085106383
538060,1,0.0,1.0,100.0
538063,4,0.0,4.0,100.0
538064,89,2.0,87.0,97.75280898876404
538065,107,9.0,98.0,91.58878504672897
538067,112,0.0,112.0,100.0
538068,52,6.0,46.0,88.46153846153845
538069,244,6.0,238.0,97.54098360655738
538070,25,0.0,25.0,100.0
538071,2574,66.0,2508.0,97.43589743589743
538073,34,0.0,34.0,100.0
538076,50,1.0,49.0,98.0
538077,177,0.0,177.0,100.0
538078,106,0.0,106.0,100.0
538079,64,5.0,59.0,92.1875
538080,39,0.0,39.0,100.0
538086,131,3.0,128.0,97.70992366412213
538087,15,0.0,15.0,100.0
538093,107,4.0,103.0,96.26168224299066
538094,50,0.0,50.0,100.0
538095,166,5.0,161.0,96.98795180722891
538096,19,0.0,19.0,100.0
538097,66,0.0,66.0,100.0
538101,4,0.0,4.0,100.0
538104,102,0.0,102.0,100.0
538106,50,0.0,50.0,100.0
538107,38,1.0,37.0,97.36842105263158
538108,65,5.0,60.0,92.3076923076923
538113,81,5.0,76.0,93.82716049382715
538116,81,1.0,80.0,98.76543209876543
538117,10,0.0,10.0,100.0
538120,6,0.0,6.0,100.0
538125,14,0.0,14.0,100.0
538126,51,0.0,51.0,100.0
538127,7,0.0,7.0,100.0
538145,92,2.0,90.0,97.82608695652173
538146,81,6.0,75.0,92.5925925925926
538147,4,0.0,4.0,100.0
538148,437,21.0,416.0,95.19450800915332
538149,471,6.0,465.0,98.72611464968153
538151,19,0.0,19.0,100.0
538153,486,14.0,472.0,97.11934156378601
538154,70,0.0,70.0,100.0
538155,130,0.0,130.0,100.0
538156,177,5.0,172.0,97.17514124293785
538157,38,2.0,36.0,94.73684210526315
538163,183,10.0,173.0,94.53551912568307
538165,12,0.0,12.0,100.0
538166,56,2.0,54.0,96.42857142857143
538167,110,7.0,103.0,93.63636363636364
538168,133,1.0,132.0,99.24812030075188
538169,62,0.0,62.0,100.0
538170,96,1.0,95.0,98.95833333333334
538171,242,11.0,231.0,95.45454545454545
538172,35,0.0,35.0,100.0
538174,163,3.0,160.0,98.15950920245399
538175,3,0.0,3.0,100.0
538176,14,2.0,12.0,85.71428571428571
538177,2119,60.0,2059.0,97.16847569608305
538178,27,0.0,27.0,100.0
538179,4,0.0,4.0,100.0
538180,43,0.0,43.0,100.0
538181,25,0.0,25.0,100.0
538182,38,2.0,36.0,94.73684210526315
538183,123,0.0,123.0,100.0
538184,121,0.0,121.0,100.0
538185,23,0.0,23.0,100.0
538186,37,2.0,35.0,94.5945945945946
538187,44,8.0,36.0,81.81818181818183
538188,7,0.0,7.0,100.0
538190,33,9.0,24.0,72.72727272727273
538191,68,3.0,65.0,95.58823529411765
538192,6,0.0,6.0,100.0
538193,6,0.0,6.0,100.0
538194,1,0.0,1.0,100.0
538195,13,0.0,13.0,100.0
538196,61,0.0,61.0,100.0
538197,68,0.0,68.0,100.0
538198,368,6.0,362.0,98.36956521739131
538199,114,4.0,110.0,96.49122807017544
538200,49,0.0,49.0,100.0
538201,152,1.0,151.0,99.3421052631579
538202,62,0.0,62.0,100.0
538203,40,0.0,40.0,100.0
538204,9,0.0,9.0,100.0
538205,214,10.0,204.0,95.32710280373831
538206,47,0.0,47.0,100.0
538207,173,6.0,167.0,96.53179190751445
538208,129,0.0,129.0,100.0
538209,142,1.0,141.0,99.29577464788733
538210,112,0.0,112.0,100.0
538211,33,0.0,33.0,100.0
538216,23,0.0,23.0,100.0
538240,25,1.0,24.0,96.0
538248,145,4.0,141.0,97.24137931034483
538250,120,5.0,115.0,95.83333333333334
538252,28,9.0,19.0,67.85714285714286
538255,186,0.0,186.0,100.0
538260,69,2.0,67.0,97.10144927536231
538263,70,4.0,66.0,94.28571428571428
538268,25,7.0,18.0,72.0
538279,18,0.0,18.0,100.0
538280,39,0.0,39.0,100.0
538283,17,0.0,17.0,100.0
538288,1,0.0,1.0,100.0
538296,66,2.0,64.0,96.96969696969697
538306,1,0.0,1.0,100.0
538307,138,1.0,137.0,99.27536231884058
538308,64,0.0,64.0,100.0
538309,6,0.0,6.0,100.0
538310,4,0.0,4.0,100.0
538311,41,6.0,35.0,85.36585365853658
538312,149,3.0,146.0,97.98657718120806
538313,101,1.0,100.0,99.00990099009901
538327,97,1.0,96.0,98.96907216494846
538342,1,0.0,1.0,100.0
538343,72,0.0,72.0,100.0
538345,18,0.0,18.0,100.0
538346,148,0.0,148.0,100.0
538347,128,8.0,120.0,93.75
538349,2363,48.0,2315.0,97.96868387642826
538351,551,7.0,544.0,98.72958257713249
538352,10,0.0,10.0,100.0
538353,127,3.0,124.0,97.63779527559055
538354,259,14.0,245.0,94.5945945945946
538355,1,0.0,1.0,100.0
538356,81,7.0,74.0,91.35802469135803
538358,27,0.0,27.0,100.0
538361,97,7.0,90.0,92.78350515463917
538363,62,0.0,62.0,100.0
538364,74,1.0,73.0,98.64864864864865
538365,93,0.0,93.0,100.0
538366,29,0.0,29.0,100.0
538367,170,6.0,164.0,96.47058823529412
538368,276,0.0,276.0,100.0
538369,155,2.0,153.0,98.70967741935483
538370,168,17.0,151.0,89.88095238095238
538371,134,24.0,110.0,82.08955223880598
538374,195,23.0,172.0,88.2051282051282
538378,122,0.0,122.0,100.0
538379,180,9.0,171.0,95.0
538382,158,0.0,158.0,100.0
538397,191,0.0,191.0,100.0
538403,71,7.0,64.0,90.14084507042254
538409,35,0.0,35.0,100.0
538417,34,6.0,28.0,82.35294117647058
538418,175,6.0,169.0,96.57142857142857
538419,133,1.0,132.0,99.24812030075188
538420,2,0.0,2.0,100.0
538421,131,1.0,130.0,99.23664122137404
538437,94,2.0,92.0,97.87234042553192
538449,198,5.0,193.0,97.47474747474747
538453,107,0.0,107.0,100.0
538470,6,0.0,6.0,100.0
538473,46,2.0,44.0,95.65217391304348
538488,115,0.0,115.0,100.0
538497,172,2.0,170.0,98.83720930232558
538499,6,0.0,6.0,100.0
538501,7,0.0,7.0,100.0
538503,21,0.0,21.0,100.0
538504,59,5.0,54.0,91.52542372881356
538507,211,4.0,207.0,98.10426540284361
538508,501,10.0,491.0,98.00399201596807
538509,76,7.0,69.0,90.78947368421053
538510,126,1.0,125.0,99.20634920634922
538511,61,0.0,61.0,100.0
538512,41,0.0,41.0,100.0
538513,101,0.0,101.0,100.0
538514,175,3.0,172.0,98.28571428571429
538515,48,0.0,48.0,100.0
538516,4,0.0,4.0,100.0
538517,179,3.0,176.0,98.32402234636871
538518,510,3.0,507.0,99.41176470588235
538519,21,0.0,21.0,100.0
538520,9,0.0,9.0,100.0
538521,81,0.0,81.0,100.0
538522,19,0.0,19.0,100.0
538523,94,4.0,90.0,95.74468085106383
538524,1952,42.0,1910.0,97.84836065573771
538525,72,4.0,68.0,94.44444444444444
538526,15,0.0,15.0,100.0
538527,28,0.0,28.0,100.0
538528,18,0.0,18.0,100.0
538529,84,9.0,75.0,89.28571428571429
538532,59,2.0,57.0,96.61016949152543
538533,129,5.0,124.0,96.12403100775194
538534,2,0.0,2.0,100.0
538535,28,7.0,21.0,75.0
538537,26,7.0,19.0,73.07692307692307
538541,53,1.0,52.0,98.11320754716981
538557,11,0.0,11.0,100.0
538558,125,0.0,125.0,100.0
538565,1,0.0,1.0,100.0
538566,1915,47.0,1868.0,97.54569190600523
538567,64,1.0,63.0,98.4375
538576,55,0.0,55.0,100.0
538591,48,0.0,48.0,100.0
538592,54,2.0,52.0,96.29629629629629
538593,47,0.0,47.0,100.0
538594,3,0.0,3.0,100.0
538596,22,2.0,20.0,90.9090909090909
538597,116,7.0,109.0,93.96551724137932
538625,201,14.0,187.0,93.03482587064677
538626,205,3.0,202.0,98.53658536585365
538627,39,8.0,31.0,79.48717948717949
538629,108,0.0,108.0,100.0
538630,225,0.0,225.0,100.0
538631,30,4.0,26.0,86.66666666666667
538633,83,0.0,83.0,100.0
538634,139,5.0,134.0,96.40287769784173
538635,175,5.0,170.0,97.14285714285714
538636,170,11.0,159.0,93.52941176470588
538637,173,8.0,165.0,95.37572254335261
538638,204,0.0,204.0,100.0
538639,82,4.0,78.0,95.1219512195122
538640,27,0.0,27.0,100.0
538641,162,15.0,147.0,90.74074074074075
538644,16,0.0,16.0,100.0
538645,53,0.0,53.0,100.0
538646,38,0.0,38.0,100.0
538648,28,0.0,28.0,100.0
538649,6,0.0,6.0,100.0
538651,98,0.0,98.0,100.0
538652,245,0.0,245.0,100.0
538653,72,14.0,58.0,80.55555555555556
538654,26,0.0,26.0,100.0
538655,76,0.0,76.0,100.0
538656,23,0.0,23.0,100.0
538657,67,0.0,67.0,100.0
538658,22,0.0,22.0,100.0
538659,168,5.0,163.0,97.02380952380952
538660,184,15.0,169.0,91.84782608695652
538661,35,0.0,35.0,100.0
538662,170,0.0,170.0,100.0
538663,10,0.0,10.0,100.0
538664,146,7.0,139.0,95.2054794520548
538665,52,0.0,52.0,100.0
538666,23,0.0,23.0,100.0
538667,1,0.0,1.0,100.0
538668,8,1.0,7.0,87.5
538669,1,0.0,1.0,100.0
538671,23,2.0,21.0,91.30434782608695
538678,67,0.0,67.0,100.0
538679,38,2.0,36.0,94.73684210526315
538683,73,2.0,71.0,97.26027397260275
538685,3,0.0,3.0,100.0
538687,23,6.0,17.0,73.91304347826086
538688,21,0.0,21.0,100.0
538689,68,1.0,67.0,98.52941176470588
538697,22,0.0,22.0,100.0
538706,50,0.0,50.0,100.0
538707,171,13.0,158.0,92.39766081871345
538708,77,0.0,77.0,100.0
538709,166,4.0,162.0,97.59036144578313
538710,44,2.0,42.0,95.45454545454545
538714,123,5.0,118.0,95.9349593495935
538715,80,0.0,80.0,100.0
538716,7,0.0,7.0,100.0
538719,5,0.0,5.0,100.0
538721,4,0.0,4.0,100.0
538722,77,0.0,77.0,100.0
538724,5,0.0,5.0,100.0
538744,218,9.0,209.0,95.87155963302753
538753,24,0.0,24.0,100.0
538778,24,7.0,17.0,70.83333333333334
538783,128,1.0,127.0,99.21875
538785,42,7.0,35.0,83.33333333333334
538795,41,7.0,34.0,82.92682926829268
538796,76,0.0,76.0,100.0
538797,4,0.0,4.0,100.0
538799,220,2.0,218.0,99.0909090909091
538800,26,2.0,24.0,92.3076923076923
538801,61,0.0,61.0,100.0
538807,97,1.0,96.0,98.96907216494846
538808,152,2.0,150.0,98.68421052631578
538809,40,0.0,40.0,100.0
538810,97,7.0,90.0,92.78350515463917
538811,116,10.0,106.0,91.37931034482759
538812,21,0.0,21.0,100.0
538814,68,0.0,68.0,100.0
538815,46,0.0,46.0,100.0
538816,57,0.0,57.0,100.0
538817,14,0.0,14.0,100.0
538826,323,5.0,318.0,98.45201238390094
538827,371,2.0,369.0,99.46091644204851
538828,18,0.0,18.0,100.0
538829,2,0.0,2.0,100.0
538830,19,7.0,12.0,63.1578947368421
538831,14,0.0,14.0,100.0
538832,105,2.0,103.0,98.09523809523809
538836,98,0.0,98.0,100.0
538839,167,3.0,164.0,98.20359281437125
538841,71,0.0,71.0,100.0
538843,71,6.0,65.0,91.54929577464789
538844,74,0.0,74.0,100.0
538845,26,1.0,25.0,96.15384615384616
538846,10,0.0,10.0,100.0
538848,3,0.0,3.0,100.0
538849,315,6.0,309.0,98.09523809523809
538850,44,0.0,44.0,100.0
538851,64,14.0,50.0,78.125
538852,109,8.0,101.0,92.66055045871559
538853,223,3.0,220.0,98.65470852017937
538854,31,0.0,31.0,100.0
538855,117,0.0,117.0,100.0
538856,16,0.0,16.0,100.0
538857,43,0.0,43.0,100.0
538858,52,6.0,46.0,88.46153846153845
538859,20,7.0,13.0,65.0
538860,42,0.0,42.0,100.0
538862,74,15.0,59.0,79.72972972972973
538863,187,6.0,181.0,96.79144385026738
538864,23,0.0,23.0,100.0
538865,5,0.0,5.0,100.0
538866,276,5.0,271.0,98.18840579710145
538867,3,0.0,3.0,100.0
538868,96,11.0,85.0,88.54166666666666
538869,14,0.0,14.0,100.0
538870,24,0.0,24.0,100.0
538871,24,0.0,24.0,100.0
538872,42,0.0,42.0,100.0
538875,46,0.0,46.0,100.0
538877,600,7.0,593.0,98.83333333333333
538878,34,0.0,34.0,100.0
538879,77,10.0,67.0,87.01298701298701
538880,241,8.0,233.0,96.6804979253112
538881,199,7.0,192.0,96.4824120603015
538883,329,14.0,315.0,95.74468085106383
538884,169,0.0,169.0,100.0
538885,5,0.0,5.0,100.0
538886,88,0.0,88.0,100.0
538888,57,0.0,57.0,100.0
538890,198,12.0,186.0,93.93939393939394
538892,2,0.0,2.0,100.0
538894,85,4.0,81.0,95.29411764705881
538895,50,0.0,50.0,100.0
538896,64,0.0,64.0,100.0
538899,22,0.0,22.0,100.0
538900,81,0.0,81.0,100.0
538901,47,0.0,47.0,100.0
538902,46,0.0,46.0,100.0
538903,97,8.0,89.0,91.75257731958763
538905,46,0.0,46.0,100.0
538907,18,0.0,18.0,100.0
538908,53,0.0,53.0,100.0
538909,22,0.0,22.0,100.0
538910,31,8.0,23.0,74.19354838709677
538917,294,7.0,287.0,97.61904761904762
538935,53,7.0,46.0,86.79245283018868
538942,49,2.0,47.0,95.91836734693877
538943,22,0.0,22.0,100.0
538944,51,0.0,51.0,100.0
538945,97,9.0,88.0,90.72164948453609
538951,158,20.0,138.0,87.34177215189874
538967,36,0.0,36.0,100.0
538968,83,7.0,76.0,91.56626506024097
538991,146,14.0,132.0,90.41095890410958
538992,121,8.0,113.0,93.38842975206612
538993,12,0.0,12.0,100.0
538994,39,0.0,39.0,100.0
538995,106,9.0,97.0,91.50943396226415
538996,23,0.0,23.0,100.0
538998,68,0.0,68.0,100.0
538999,76,1.0,75.0,98.68421052631578
539000,31,0.0,31.0,100.0
539001,2,0.0,2.0,100.0
539002,96,0.0,96.0,100.0
539004,35,0.0,35.0,100.0
539005,2,0.0,2.0,100.0
539006,19,0.0,19.0,100.0
539007,62,2.0,60.0,96.7741935483871
539008,30,0.0,30.0,100.0
539009,168,0.0,168.0,100.0
539010,177,9.0,168.0,94.91525423728814
539011,19,0.0,19.0,100.0
539012,39,0.0,39.0,100.0
539013,1,0.0,1.0,100.0
539014,97,5.0,92.0,94.84536082474226
539015,68,0.0,68.0,100.0
539016,55,0.0,55.0,100.0
539017,5,0.0,5.0,100.0
539018,70,0.0,70.0,100.0
539019,150,13.0,137.0,91.33333333333333
539030,80,6.0,74.0,92.5
539032,23,0.0,23.0,100.0
539033,5,0.0,5.0,100.0
539034,75,3.0,72.0,96.0
539036,63,7.0,56.0,88.88888888888889
539038,103,6.0,97.0,94.1747572815534
539039,245,4.0,241.0,98.36734693877551
539040,44,7.0,37.0,84.0909090909091
539041,110,2.0,108.0,98.18181818181819
539042,35,5.0,30.0,85.71428571428571
539043,65,10.0,55.0,84.61538461538461
539044,272,4.0,268.0,98.52941176470588
539045,14,6.0,8.0,57.14285714285714
539046,69,1.0,68.0,98.55072463768117
539047,29,0.0,29.0,100.0
539048,5,0.0,5.0,100.0
539049,92,10.0,82.0,89.13043478260869
539050,251,4.0,247.0,98.40637450199203
539051,6,0.0,6.0,100.0
539052,5,0.0,5.0,100.0
539053,184,0.0,184.0,100.0
539056,4,0.0,4.0,100.0
539064,24,0.0,24.0,100.0
539070,14,6.0,8.0,57.14285714285714
539074,31,0.0,31.0,100.0
539075,132,0.0,132.0,100.0
539076,22,7.0,15.0,68.18181818181817
539077,8,0.0,8.0,100.0
539078,38,0.0,38.0,100.0
539079,42,5.0,37.0,88.09523809523809
539080,23,0.0,23.0,100.0
539081,4,0.0,4.0,100.0
539082,54,0.0,54.0,100.0
539083,11,0.0,11.0,100.0
539084,47,4.0,43.0,91.48936170212765
539085,12,0.0,12.0,100.0
539086,56,3.0,53.0,94.64285714285714
539087,44,7.0,37.0,84.0909090909091
539088,84,9.0,75.0,89.28571428571429
539089,61,2.0,59.0,96.72131147540983
539091,22,0.0,22.0,100.0
539092,27,0.0,27.0,100.0
539093,9,0.0,9.0,100.0
539094,28,0.0,28.0,100.0
539095,69,6.0,63.0,91.30434782608695
539096,1,0.0,1.0,100.0
539098,85,0.0,85.0,100.0
539099,122,0.0,122.0,100.0
539101,39,0.0,39.0,100.0
539102,16,0.0,16.0,100.0
539103,74,2.0,72.0,97.2972972972973
539105,29,7.0,22.0,75.86206896551724
539106,51,0.0,51.0,100.0
539107,10,7.0,3.0,30.0
539108,2,0.0,2.0,100.0
539109,8,2.0,6.0,75.0
539111,30,0.0,30.0,100.0
539112,64,6.0,58.0,90.625
539113,7,0.0,7.0,100.0
539118,93,4.0,89.0,95.6989247311828
539142,35,7.0,28.0,80.0
539143,14,0.0,14.0,100.0
539144,14,0.0,14.0,100.0
539160,51,0.0,51.0,100.0
539181,122,0.0,122.0,100.0
539185,161,11.0,150.0,93.16770186335404
539196,131,9.0,122.0,93.12977099236642
539201,62,3.0,59.0,95.16129032258065
539211,110,8.0,102.0,92.72727272727272
539212,64,9.0,55.0,85.9375
539213,57,0.0,57.0,100.0
539214,49,0.0,49.0,100.0
539215,155,0.0,155.0,100.0
539216,8,0.0,8.0,100.0
539217,86,15.0,71.0,82.55813953488372
539218,6,0.0,6.0,100.0
539219,11,0.0,11.0,100.0
539220,90,0.0,90.0,100.0
539222,64,10.0,54.0,84.375
539223,4,0.0,4.0,100.0
539225,230,9.0,221.0,96.08695652173913
539226,27,0.0,27.0,100.0
539240,195,0.0,195.0,100.0
539242,44,6.0,38.0,86.36363636363636
539243,86,9.0,77.0,89.53488372093024
539245,102,2.0,100.0,98.0392156862745
539246,72,0.0,72.0,100.0
539247,59,3.0,56.0,94.91525423728814
539248,37,0.0,37.0,100.0
539249,60,0.0,60.0,100.0
539250,206,0.0,206.0,100.0
539252,70,0.0,70.0,100.0
539254,31,2.0,29.0,93.54838709677419
539255,90,0.0,90.0,100.0
539256,130,0.0,130.0,100.0
539257,26,0.0,26.0,100.0
539259,89,1.0,88.0,98.87640449438202
539261,122,0.0,122.0,100.0
539262,110,0.0,110.0,100.0
539263,83,8.0,75.0,90.36144578313254
539264,52,3.0,49.0,94.23076923076923
539265,1,0.0,1.0,100.0
539266,21,0.0,21.0,100.0
539267,31,0.0,31.0,100.0
539268,10,0.0,10.0,100.0
539269,17,0.0,17.0,100.0
539272,19,0.0,19.0,100.0
539275,18,0.0,18.0,100.0
539280,18,5.0,13.0,72.22222222222221
539281,127,4.0,123.0,96.8503937007874
539282,24,2.0,22.0,91.66666666666666
539283,66,2.0,64.0,96.96969696969697
539285,35,0.0,35.0,100.0
539286,19,0.0,19.0,100.0
539288,8,0.0,8.0,100.0
539290,66,2.0,64.0,96.96969696969697
539292,43,7.0,36.0,83.72093023255815
539293,81,0.0,81.0,100.0
539294,199,7.0,192.0,96.4824120603015
539295,38,0.0,38.0,100.0
539296,21,0.0,21.0,100.0
539297,43,0.0,43.0,100.0
539298,41,0.0,41.0,100.0
539299,44,0.0,44.0,100.0
539300,69,4.0,65.0,94.20289855072464
539303,31,7.0,24.0,77.41935483870968
539304,3,0.0,3.0,100.0
539305,78,0.0,78.0,100.0
539306,16,0.0,16.0,100.0
539307,143,0.0,143.0,100.0
539308,41,0.0,41.0,100.0
539309,88,0.0,88.0,100.0
539310,7,0.0,7.0,100.0
539311,48,0.0,48.0,100.0
539312,14,0.0,14.0,100.0
539313,49,0.0,49.0,100.0
539314,69,6.0,63.0,91.30434782608695
539315,40,0.0,40.0,100.0
539316,16,6.0,10.0,62.5
539317,164,2.0,162.0,98.78048780487805
539318,49,2.0,47.0,95.91836734693877
539319,23,0.0,23.0,100.0
539320,60,2.0,58.0,96.66666666666667
539321,135,2.0,133.0,98.51851851851852
539322,81,7.0,74.0,91.35802469135803
539323,17,4.0,13.0,76.47058823529412
539324,158,1.0,157.0,99.36708860759494
539325,105,2.0,103.0,98.09523809523809
539326,56,0.0,56.0,100.0
539327,17,0.0,17.0,100.0
539328,32,0.0,32.0,100.0
539330,30,0.0,30.0,100.0
539331,7,0.0,7.0,100.0
539332,2,0.0,2.0,100.0
539333,88,7.0,81.0,92.04545454545455
539334,37,0.0,37.0,100.0
539335,15,0.0,15.0,100.0
539336,16,7.0,9.0,56.25
539337,119,20.0,99.0,83.19327731092437
539338,89,4.0,85.0,95.50561797752809
539351,33,0.0,33.0,100.0
539353,81,15.0,66.0,81.48148148148148
539374,100,3.0,97.0,97.0
539379,60,0.0,60.0,100.0
539391,46,6.0,40.0,86.95652173913044
539395,112,0.0,112.0,100.0
539398,6,0.0,6.0,100.0
539400,13,0.0,13.0,100.0
539401,23,0.0,23.0,100.0
539403,51,0.0,51.0,100.0
539404,108,7.0,101.0,93.51851851851852
539405,79,7.0,72.0,91.13924050632912
539406,6,0.0,6.0,100.0
539407,26,0.0,26.0,100.0
539408,48,0.0,48.0,100.0
539410,2,0.0,2.0,100.0
539411,48,11.0,37.0,77.08333333333334
539412,11,0.0,11.0,100.0
539414,161,2.0,159.0,98.75776397515527
539415,34,4.0,30.0,88.23529411764706
539416,8,0.0,8.0,100.0
539417,12,0.0,12.0,100.0
539418,36,0.0,36.0,100.0
539419,32,0.0,32.0,100.0
539420,22,0.0,22.0,100.0
539421,161,14.0,147.0,91.30434782608695
539422,31,0.0,31.0,100.0
539423,41,0.0,41.0,100.0
539434,1810,52.0,1758.0,97.12707182320443
539435,14,0.0,14.0,100.0
539436,1738,43.0,1695.0,97.5258918296893
539437,2006,56.0,1950.0,97.20837487537388
539439,86,2.0,84.0,97.67441860465115
539440,1,0.0,1.0,100.0
539441,6,0.0,6.0,100.0
539442,64,8.0,56.0,87.5
539443,30,0.0,30.0,100.0
539444,152,5.0,147.0,96.71052631578947
539445,36,0.0,36.0,100.0
539446,132,3.0,129.0,97.72727272727273
539447,68,6.0,62.0,91.17647058823529
539449,11,0.0,11.0,100.0
539450,89,11.0,78.0,87.64044943820225
539451,1779,42.0,1737.0,97.63912310286678
539452,41,6.0,35.0,85.36585365853658
539453,1838,39.0,1799.0,97.87812840043526
539454,40,4.0,36.0,90.0
539455,108,4.0,104.0,96.29629629629629
539456,124,0.0,124.0,100.0
539457,30,0.0,30.0,100.0
539458,99,0.0,99.0,100.0
539459,45,7.0,38.0,84.44444444444444
539460,4,0.0,4.0,100.0
539461,39,0.0,39.0,100.0
539462,65,4.0,61.0,93.84615384615384
539463,53,0.0,53.0,100.0
539464,140,6.0,134.0,95.71428571428572
539465,54,8.0,46.0,85.18518518518519
539466,101,3.0,98.0,97.02970297029702
539468,106,13.0,93.0,87.73584905660378
539469,121,5.0,116.0,95.86776859504133
539470,106,2.0,104.0,98.11320754716981
539471,179,2.0,177.0,98.88268156424581
539472,60,4.0,56.0,93.33333333333333
539473,81,4.0,77.0,95.06172839506173
539474,27,0.0,27.0,100.0
539475,306,8.0,298.0,97.38562091503267
539477,111,2.0,109.0,98.1981981981982
539478,54,2.0,52.0,96.29629629629629
539479,28,0.0,28.0,100.0
539480,18,0.0,18.0,100.0
539481,5,0.0,5.0,100.0
539482,34,0.0,34.0,100.0
539483,38,0.0,38.0,100.0
539484,222,2.0,220.0,99.09909909909909
539485,6,0.0,6.0,100.0
539487,44,0.0,44.0,100.0
539488,174,0.0,174.0,100.0
539489,9,0.0,9.0,100.0
539490,69,3.0,66.0,95.65217391304348
539491,59,7.0,52.0,88.13559322033898
539492,1135,38.0,1097.0,96.65198237885463
539493,42,0.0,42.0,100.0
539496,72,0.0,72.0,100.0
539497,54,0.0,54.0,100.0
539498,76,4.0,72.0,94.73684210526315
539500,0,0.0,0.0,
539501,106,5.0,101.0,95.28301886792453
539502,137,2.0,135.0,98.54014598540147
539551,47,0.0,47.0,100.0
539561,33,0.0,33.0,100.0
539564,21,8.0,13.0,61.904761904761905
539567,5,0.0,5.0,100.0
539570,58,0.0,58.0,100.0
539571,3,0.0,3.0,100.0
539572,8,0.0,8.0,100.0
539578,24,0.0,24.0,100.0
539579,196,6.0,190.0,96.93877551020408
539580,52,5.0,47.0,90.38461538461539
539581,43,0.0,43.0,100.0
539586,103,0.0,103.0,100.0
539587,78,10.0,68.0,87.17948717948718
539588,66,2.0,64.0,96.96969696969697
539590,75,2.0,73.0,97.33333333333334
539591,5,0.0,5.0,100.0
539592,6,0.0,6.0,100.0
539593,129,8.0,121.0,93.7984496124031
539594,17,9.0,8.0,47.05882352941176
539595,1113,27.0,1086.0,97.57412398921834
539597,9,0.0,9.0,100.0
539604,2,0.0,2.0,100.0
539607,177,0.0,177.0,100.0
539609,72,8.0,64.0,88.88888888888889
539610,96,0.0,96.0,100.0
539628,26,7.0,19.0,73.07692307692307
539629,20,0.0,20.0,100.0
539630,56,0.0,56.0,100.0
539631,974,36.0,938.0,96.30390143737166
539633,5,0.0,5.0,100.0
539634,6,0.0,6.0,100.0
539635,49,10.0,39.0,79.59183673469387
539636,49,0.0,49.0,100.0
539637,78,5.0,73.0,93.58974358974359
539639,41,2.0,39.0,95.1219512195122
539641,28,4.0,24.0,85.71428571428571
539642,167,0.0,167.0,100.0
539643,4,0.0,4.0,100.0
539645,1,0.0,1.0,100.0
539646,1,0.0,1.0,100.0
539647,223,6.0,217.0,97.30941704035875
539648,17,0.0,17.0,100.0
539649,31,4.0,27.0,87.09677419354838
539650,93,5.0,88.0,94.6236559139785
539651,5,0.0,5.0,100.0
539653,163,0.0,163.0,100.0
539654,215,0.0,215.0,100.0
539656,4,0.0,4.0,100.0
539658,66,5.0,61.0,92.42424242424242
539659,152,23.0,129.0,84.86842105263158
539660,11,0.0,11.0,100.0
539662,13,0.0,13.0,100.0
539663,172,0.0,172.0,100.0
539664,2,0.0,2.0,100.0
539665,2,0.0,2.0,100.0
539666,11,0.0,11.0,100.0
539675,11,0.0,11.0,100.0
539676,63,0.0,63.0,100.0
539688,4,0.0,4.0,100.0
539708,502,30.0,472.0,94.02390438247012
539713,1,0.0,1.0,100.0
539714,6,0.0,6.0,100.0
539715,2,0.0,2.0,100.0
539716,24,0.0,24.0,100.0
539717,16,1.0,15.0,93.75
539718,552,9.0,543.0,98.36956521739131
539720,12,0.0,12.0,100.0
539721,4,2.0,2.0,50.0
539722,101,15.0,86.0,85.14851485148515
539723,23,1.0,22.0,95.65217391304348
539724,2,0.0,2.0,100.0
539725,71,0.0,71.0,100.0
539727,11,0.0,11.0,100.0
539728,191,0.0,191.0,100.0
539729,4,0.0,4.0,100.0
539730,41,2.0,39.0,95.1219512195122
539731,222,4.0,218.0,98.1981981981982
539732,5,0.0,5.0,100.0
539733,46,0.0,46.0,100.0
539734,5,0.0,5.0,100.0
539735,201,0.0,201.0,100.0
539736,304,21.0,283.0,93.0921052631579
539737,411,16.0,395.0,96.10705596107056
