order_frequency,total_quantity,avg_quantity_per_order,related_product_count,cluster,cluster_name
106,1069,10.08490566037736,2491,2,High-Volume Products
7,34,4.857142857142857,594,3,Low-Movement Products
7,29,4.142857142857143,393,3,Low-Movement Products
131,3865,29.50381679389313,2190,2,High-Volume Products
90,2838,31.53333333333333,1812,2,High-Volume Products
65,1075,16.53846153846154,1928,2,High-Volume Products
63,1532,24.31746031746032,1957,2,High-Volume Products
71,2054,28.92957746478873,1564,2,High-Volume Products
72,881,12.23611111111111,2564,2,High-Volume Products
82,1052,12.829268292682928,2593,2,High-Volume Products
92,1369,14.880434782608695,2628,2,High-Volume Products
106,1857,17.5188679245283,2748,2,High-Volume Products
138,290,2.101449275362319,2858,0,Active/Regular Products
117,285,2.435897435897436,2891,0,Active/Regular Products
1,1,1.0,78,1,Slow-Moving Products
241,785,3.2572614107883817,2771,0,Active/Regular Products
17,48,2.823529411764706,1634,3,Low-Movement Products
1,1,1.0,77,1,Slow-Moving Products
46,219,4.760869565217392,2154,0,Active/Regular Products
4,5,1.25,248,1,Slow-Moving Products
68,340,5.0,2668,0,Active/Regular Products
25,74,2.96,1732,3,Low-Movement Products
19,53,2.789473684210526,1263,3,Low-Movement Products
14,299,21.357142857142858,701,2,High-Volume Products
63,1607,25.50793650793651,2132,2,High-Volume Products
70,346,4.942857142857143,1265,0,Active/Regular Products
30,87,2.9,1124,3,Low-Movement Products
46,256,5.565217391304348,1183,0,Active/Regular Products
41,96,2.341463414634146,1148,3,Low-Movement Products
262,1207,4.606870229007634,2911,0,Active/Regular Products
286,1740,6.083916083916084,3165,2,High-Volume Products
477,3034,6.360587002096436,3066,2,High-Volume Products
130,1430,11.0,2898,2,High-Volume Products
62,421,6.790322580645161,2368,0,Active/Regular Products
59,437,7.406779661016949,2349,0,Active/Regular Products
21,214,10.19047619047619,923,0,Active/Regular Products
105,449,4.276190476190476,2881,0,Active/Regular Products
148,969,6.547297297297297,2647,0,Active/Regular Products
77,344,4.467532467532467,2242,0,Active/Regular Products
184,817,4.440217391304348,2812,0,Active/Regular Products
136,572,4.205882352941177,2749,0,Active/Regular Products
117,612,5.230769230769231,2587,0,Active/Regular Products
25,171,6.84,1005,0,Active/Regular Products
25,124,4.96,1139,0,Active/Regular Products
36,182,5.055555555555555,1727,0,Active/Regular Products
19,76,4.0,741,3,Low-Movement Products
11,28,2.5454545454545454,654,3,Low-Movement Products
6,10,1.6666666666666667,619,3,Low-Movement Products
73,198,2.712328767123288,1739,0,Active/Regular Products
134,649,4.843283582089552,1586,0,Active/Regular Products
105,249,2.3714285714285714,1481,0,Active/Regular Products
79,237,3.0,2193,0,Active/Regular Products
112,304,2.7142857142857144,2449,0,Active/Regular Products
104,264,2.5384615384615383,2507,0,Active/Regular Products
66,148,2.242424242424242,2135,0,Active/Regular Products
89,290,3.258426966292135,2130,0,Active/Regular Products
140,381,2.7214285714285715,2700,0,Active/Regular Products
163,639,3.920245398773006,2893,0,Active/Regular Products
37,123,3.324324324324324,1201,0,Active/Regular Products
21,27,1.2857142857142858,542,3,Low-Movement Products
24,41,1.7083333333333333,738,3,Low-Movement Products
499,3915,7.845691382765531,3257,2,High-Volume Products
490,3307,6.748979591836735,3246,2,High-Volume Products
402,1871,4.654228855721393,3103,0,Active/Regular Products
623,3524,5.656500802568218,3246,2,High-Volume Products
11,36,3.272727272727273,1560,3,Low-Movement Products
16,69,4.3125,1446,3,Low-Movement Products
1,1,1.0,15,1,Slow-Moving Products
313,1928,6.159744408945687,3200,2,High-Volume Products
165,5800,35.15151515151515,1793,2,High-Volume Products
230,8550,37.17391304347826,2034,2,High-Volume Products
336,10526,31.327380952380956,2278,2,High-Volume Products
217,6927,31.921658986175117,2034,2,High-Volume Products
213,6350,29.812206572769952,2082,2,High-Volume Products
23,726,31.565217391304348,620,2,High-Volume Products
115,1891,16.443478260869565,2591,2,High-Volume Products
323,4922,15.238390092879255,3101,2,High-Volume Products
262,3320,12.67175572519084,3077,2,High-Volume Products
213,2478,11.633802816901408,2960,2,High-Volume Products
274,3741,13.653284671532846,3026,2,High-Volume Products
38,318,8.368421052631579,1909,0,Active/Regular Products
246,3299,13.410569105691057,2862,2,High-Volume Products
58,504,8.689655172413794,2505,0,Active/Regular Products
502,3245,6.464143426294821,3180,2,High-Volume Products
480,1752,3.65,3116,0,Active/Regular Products
144,477,3.3125,1846,0,Active/Regular Products
111,215,1.936936936936937,2616,0,Active/Regular Products
104,777,7.471153846153846,2556,0,Active/Regular Products
246,1516,6.162601626016261,2676,2,High-Volume Products
339,1351,3.985250737463127,2753,0,Active/Regular Products
155,370,2.3870967741935485,2764,0,Active/Regular Products
343,2487,7.25072886297376,2720,2,High-Volume Products
61,332,5.442622950819672,1883,0,Active/Regular Products
2,5,2.5,84,1,Slow-Moving Products
238,969,4.071428571428571,2593,0,Active/Regular Products
174,1972,11.333333333333334,2947,2,High-Volume Products
22,79,3.590909090909091,1550,3,Low-Movement Products
69,137,1.9855072463768115,2704,0,Active/Regular Products
114,977,8.570175438596491,2439,2,High-Volume Products
162,551,3.4012345679012346,2911,0,Active/Regular Products
412,2131,5.172330097087379,3172,2,High-Volume Products
573,3933,6.863874345549738,3277,2,High-Volume Products
213,1281,6.014084507042254,2945,0,Active/Regular Products
28,324,11.571428571428571,1148,0,Active/Regular Products
159,1395,8.773584905660377,2736,2,High-Volume Products
123,1042,8.471544715447154,2430,2,High-Volume Products
78,252,3.230769230769231,2566,0,Active/Regular Products
175,720,4.114285714285714,2983,0,Active/Regular Products
127,746,5.874015748031496,2519,0,Active/Regular Products
50,176,3.52,2216,0,Active/Regular Products
62,181,2.919354838709677,2408,0,Active/Regular Products
79,252,3.189873417721519,2617,0,Active/Regular Products
146,1059,7.2534246575342465,1965,0,Active/Regular Products
67,743,11.08955223880597,1187,2,High-Volume Products
26,195,7.5,879,0,Active/Regular Products
132,1494,11.318181818181818,1817,2,High-Volume Products
146,1374,9.41095890410959,2077,2,High-Volume Products
216,2149,9.949074074074074,2365,2,High-Volume Products
2,2,1.0,837,3,Low-Movement Products
2,2,1.0,944,3,Low-Movement Products
76,763,10.039473684210526,1509,0,Active/Regular Products
42,227,5.404761904761905,1093,0,Active/Regular Products
9,51,5.666666666666667,388,3,Low-Movement Products
135,891,6.6,2857,0,Active/Regular Products
138,822,5.956521739130435,2829,0,Active/Regular Products
102,525,5.147058823529412,2671,0,Active/Regular Products
91,404,4.43956043956044,2740,0,Active/Regular Products
164,974,5.939024390243903,2951,0,Active/Regular Products
165,881,5.33939393939394,2968,0,Active/Regular Products
475,2787,5.867368421052632,3002,2,High-Volume Products
104,380,3.6538461538461537,2281,0,Active/Regular Products
221,3269,14.79185520361991,2605,2,High-Volume Products
95,216,2.273684210526316,2447,0,Active/Regular Products
169,407,2.408284023668639,3006,0,Active/Regular Products
99,794,8.02020202020202,2353,0,Active/Regular Products
47,63,1.3404255319148937,2059,3,Low-Movement Products
33,63,1.9090909090909087,2160,3,Low-Movement Products
42,71,1.6904761904761905,2142,3,Low-Movement Products
35,69,1.9714285714285715,1919,3,Low-Movement Products
27,169,6.25925925925926,1389,0,Active/Regular Products
24,88,3.6666666666666665,1647,3,Low-Movement Products
42,125,2.9761904761904763,2164,0,Active/Regular Products
28,976,34.857142857142854,1420,2,High-Volume Products
16,271,16.9375,635,0,Active/Regular Products
73,913,12.506849315068491,1726,2,High-Volume Products
6,109,18.166666666666668,246,1,Slow-Moving Products
40,247,6.175,2039,0,Active/Regular Products
78,650,8.333333333333334,2700,0,Active/Regular Products
49,1153,23.53061224489796,2278,2,High-Volume Products
101,2471,24.465346534653467,2407,2,High-Volume Products
60,550,9.166666666666666,2435,0,Active/Regular Products
32,215,6.71875,989,0,Active/Regular Products
25,107,4.28,792,3,Low-Movement Products
66,729,11.045454545454543,2752,2,High-Volume Products
132,2550,19.318181818181817,2968,2,High-Volume Products
11,127,11.545454545454543,737,3,Low-Movement Products
59,974,16.508474576271187,1838,2,High-Volume Products
2,36,18.0,3,1,Slow-Moving Products
47,219,4.659574468085107,1964,0,Active/Regular Products
17,30,1.7647058823529411,1162,3,Low-Movement Products
212,878,4.1415094339622645,2643,0,Active/Regular Products
3,3,1.0,297,1,Slow-Moving Products
26,86,3.3076923076923075,1795,3,Low-Movement Products
18,98,5.444444444444445,563,3,Low-Movement Products
43,412,9.581395348837209,1774,0,Active/Regular Products
1,2,2.0,33,1,Slow-Moving Products
437,5494,12.5720823798627,3028,2,High-Volume Products
425,5252,12.35764705882353,3005,2,High-Volume Products
374,4328,11.572192513368984,2902,2,High-Volume Products
369,4402,11.929539295392956,2987,2,High-Volume Products
409,4992,12.205378973105134,3001,2,High-Volume Products
365,4372,11.97808219178082,2987,2,High-Volume Products
110,628,5.709090909090909,2899,0,Active/Regular Products
61,257,4.213114754098361,2640,0,Active/Regular Products
119,835,7.016806722689076,2838,0,Active/Regular Products
32,125,3.90625,2316,0,Active/Regular Products
138,1140,8.26086956521739,2826,2,High-Volume Products
103,868,8.427184466019417,2769,0,Active/Regular Products
2,2,1.0,36,1,Slow-Moving Products
55,182,3.309090909090909,1596,0,Active/Regular Products
58,310,5.344827586206897,1968,0,Active/Regular Products
47,771,16.404255319148938,2179,2,High-Volume Products
20,35,1.75,744,3,Low-Movement Products
57,348,6.105263157894737,2163,0,Active/Regular Products
26,95,3.6538461538461537,934,3,Low-Movement Products
7,22,3.142857142857143,256,1,Slow-Moving Products
7,17,2.4285714285714284,241,1,Slow-Moving Products
50,361,7.22,1922,0,Active/Regular Products
24,307,12.791666666666666,1113,0,Active/Regular Products
41,284,6.926829268292683,1741,0,Active/Regular Products
33,224,6.787878787878788,1421,0,Active/Regular Products
45,296,6.5777777777777775,2586,0,Active/Regular Products
198,1726,8.717171717171718,2481,2,High-Volume Products
294,9390,31.93877551020408,3054,2,High-Volume Products
248,5144,20.741935483870968,3014,2,High-Volume Products
141,1459,10.347517730496454,2822,2,High-Volume Products
120,346,2.8833333333333333,2696,0,Active/Regular Products
74,160,2.1621621621621623,2481,0,Active/Regular Products
64,190,2.96875,2472,0,Active/Regular Products
59,133,2.254237288135593,2393,0,Active/Regular Products
45,107,2.3777777777777778,2222,0,Active/Regular Products
36,104,2.888888888888889,2056,0,Active/Regular Products
157,786,5.006369426751593,2697,0,Active/Regular Products
225,1651,7.337777777777778,2791,2,High-Volume Products
231,1330,5.757575757575758,2970,0,Active/Regular Products
244,1425,5.840163934426229,3034,0,Active/Regular Products
41,408,9.951219512195122,1508,0,Active/Regular Products
229,1493,6.5196506550218345,3005,2,High-Volume Products
58,345,5.948275862068965,2464,0,Active/Regular Products
8,57,7.125,284,1,Slow-Moving Products
33,195,5.909090909090909,2058,0,Active/Regular Products
36,98,2.7222222222222223,2494,0,Active/Regular Products
59,397,6.728813559322034,2548,0,Active/Regular Products
81,408,5.037037037037037,2654,0,Active/Regular Products
50,301,6.02,2288,0,Active/Regular Products
42,237,5.642857142857143,1752,0,Active/Regular Products
131,517,3.946564885496183,2582,0,Active/Regular Products
849,14001,16.491166077738516,3396,2,High-Volume Products
741,7872,10.62348178137652,3275,2,High-Volume Products
83,212,2.5542168674698797,1311,0,Active/Regular Products
5,80,16.0,173,1,Slow-Moving Products
21,46,2.1904761904761907,1441,3,Low-Movement Products
111,254,2.2882882882882885,2674,0,Active/Regular Products
40,147,3.675,2015,0,Active/Regular Products
91,194,2.131868131868132,2003,0,Active/Regular Products
49,299,6.1020408163265305,2169,0,Active/Regular Products
127,529,4.165354330708661,2664,0,Active/Regular Products
214,935,4.369158878504673,2477,0,Active/Regular Products
226,3075,13.606194690265486,2732,2,High-Volume Products
54,485,8.981481481481481,2040,0,Active/Regular Products
140,1963,14.021428571428572,2548,2,High-Volume Products
24,90,3.75,1568,3,Low-Movement Products
777,2759,3.550836550836551,3296,0,Active/Regular Products
629,2011,3.1971383147853736,3202,0,Active/Regular Products
270,809,2.9962962962962965,2796,0,Active/Regular Products
3,6,2.0,134,1,Slow-Moving Products
32,50,1.5625,2270,3,Low-Movement Products
10,10,1.0,353,3,Low-Movement Products
4,6,1.5,207,1,Slow-Moving Products
2,11,5.5,16,1,Slow-Moving Products
388,1638,4.221649484536083,2772,0,Active/Regular Products
163,1170,7.177914110429448,3035,0,Active/Regular Products
186,1095,5.887096774193548,3135,0,Active/Regular Products
139,515,3.7050359712230216,2990,0,Active/Regular Products
6,12,2.0,1094,3,Low-Movement Products
101,168,1.6633663366336633,2135,0,Active/Regular Products
44,57,1.2954545454545454,1567,3,Low-Movement Products
5,411,82.2,655,2,High-Volume Products
226,1937,8.570796460176991,3124,2,High-Volume Products
243,8875,36.522633744855966,3068,2,High-Volume Products
85,1293,15.211764705882352,2298,2,High-Volume Products
92,925,10.054347826086955,2482,2,High-Volume Products
926,14521,15.681425485961125,3399,2,High-Volume Products
607,7864,12.955518945634267,3309,2,High-Volume Products
76,344,4.526315789473684,1721,0,Active/Regular Products
74,304,4.108108108108108,2138,0,Active/Regular Products
106,522,4.9245283018867925,2240,0,Active/Regular Products
125,1251,10.008,2858,2,High-Volume Products
180,2122,11.78888888888889,3073,2,High-Volume Products
198,2353,11.883838383838384,3142,2,High-Volume Products
65,225,3.4615384615384617,2349,0,Active/Regular Products
30,438,14.6,1151,0,Active/Regular Products
48,180,3.75,2201,0,Active/Regular Products
117,1964,16.786324786324787,2695,2,High-Volume Products
252,5840,23.17460317460317,2999,2,High-Volume Products
245,4850,19.79591836734694,3025,2,High-Volume Products
100,393,3.93,2750,0,Active/Regular Products
112,549,4.901785714285714,2885,0,Active/Regular Products
15,74,4.933333333333334,820,3,Low-Movement Products
29,158,5.448275862068965,2099,0,Active/Regular Products
7,33,4.714285714285714,359,3,Low-Movement Products
58,906,15.620689655172416,1893,2,High-Volume Products
163,2737,16.791411042944784,2588,2,High-Volume Products
124,2470,19.91935483870968,2418,2,High-Volume Products
90,329,3.655555555555555,2572,0,Active/Regular Products
62,251,4.048387096774194,2577,0,Active/Regular Products
97,698,7.195876288659794,2624,0,Active/Regular Products
97,1372,14.144329896907216,2572,2,High-Volume Products
117,1916,16.376068376068375,2587,2,High-Volume Products
35,125,3.571428571428572,1867,0,Active/Regular Products
3,6,2.0,157,1,Slow-Moving Products
84,330,3.928571428571429,2468,0,Active/Regular Products
177,6765,38.22033898305085,2807,2,High-Volume Products
99,2621,26.474747474747478,2345,2,High-Volume Products
198,954,4.818181818181818,3074,0,Active/Regular Products
168,2726,16.226190476190474,2911,2,High-Volume Products
3,5,1.6666666666666667,243,1,Slow-Moving Products
1,1,1.0,48,1,Slow-Moving Products
21,73,3.4761904761904763,1093,3,Low-Movement Products
539,2012,3.732838589981447,3111,0,Active/Regular Products
156,1847,11.83974358974359,2690,2,High-Volume Products
82,1906,23.24390243902439,1465,2,High-Volume Products
103,424,4.116504854368932,2908,0,Active/Regular Products
33,76,2.303030303030303,2218,3,Low-Movement Products
66,173,2.621212121212121,2620,0,Active/Regular Products
54,129,2.388888888888889,2603,0,Active/Regular Products
63,141,2.238095238095238,2749,0,Active/Regular Products
184,828,4.5,2729,0,Active/Regular Products
106,271,2.556603773584906,2706,0,Active/Regular Products
193,747,3.8704663212435233,2941,0,Active/Regular Products
121,348,2.87603305785124,2820,0,Active/Regular Products
302,2477,8.201986754966887,3122,2,High-Volume Products
163,1407,8.631901840490798,2386,2,High-Volume Products
357,5453,15.27450980392157,3236,2,High-Volume Products
142,1292,9.098591549295774,2756,2,High-Volume Products
116,1618,13.948275862068966,2729,2,High-Volume Products
295,2974,10.08135593220339,3195,2,High-Volume Products
148,2055,13.885135135135137,2970,2,High-Volume Products
333,3789,11.37837837837838,3198,2,High-Volume Products
349,5411,15.504297994269342,3153,2,High-Volume Products
